factura_id,documento_id,cliente,tipo_canal,pais,fecha_factura,fecha_vencimiento,plazo_dias,valor_cop,dias_mora,estado,pagada
FV-95840,OC-95840,Distribuidor CR,Internacional,Costa Rica,2026-03-27,2026-05-11,45,1032675,0,Pagada,True
FV-95841,OC-95841,Distribuidor CR,Internacional,Costa Rica,2026-03-26,2026-05-10,45,1017065,0,Pagada,True
FV-95842,OC-95842,Distribuidor CR,Internacional,Costa Rica,2026-03-27,2026-05-11,45,1032150,112,Vencida +90,False
FV-95843,OC-95843,Distribuidor CR,Internacional,Costa Rica,2026-03-28,2026-05-12,45,995050,111,Vencida +90,False
FV-95844,OC-95844,Distribuidor CR,Internacional,Costa Rica,2026-03-24,2026-05-08,45,1075550,0,Pagada,True
FV-95845,OC-95845,Éxito,Retail,Colombia,2026-03-28,2026-05-27,60,14854668,0,Pagada,True
FV-95846,OC-95846,Carulla,Retail,Colombia,2026-03-29,2026-05-28,60,4348124,0,Pagada,True
FV-95847,OC-95847,Carulla,Retail,Colombia,2026-03-28,2026-05-27,60,4399668,96,Vencida +90,False
FV-95848,OC-95848,Carulla,Retail,Colombia,2026-03-27,2026-05-26,60,4334388,0,Pagada,True
FV-95849,OC-95849,Rappi,Marketplace,Colombia,2026-03-26,2026-04-25,30,6054309,0,Pagada,True
FV-95850,OC-95850,Fithub,Especializado,Colombia,2026-03-29,2026-05-13,45,1670480,0,Pagada,True
FV-95851,OC-95851,Fithub,Especializado,Colombia,2026-03-27,2026-05-11,45,1567930,0,Pagada,True
FV-95852,OC-95852,Fithub,Especializado,Colombia,2026-03-25,2026-05-09,45,1594740,0,Pagada,True
FV-95853,OC-95853,Fithub,Especializado,Colombia,2026-03-28,2026-05-12,45,1649760,0,Pagada,True
FV-95854,OC-95854,Tiendas naturistas,Especializado,Colombia,2026-03-25,2026-05-09,45,1087452,0,Pagada,True
FV-95855,OC-95855,Tiendas naturistas,Especializado,Colombia,2026-03-28,2026-05-12,45,1101852,0,Pagada,True
FV-95856,OC-95856,Tiendas naturistas,Especializado,Colombia,2026-03-25,2026-05-09,45,1156680,0,Pagada,True
FV-95857,OC-95857,Tiendas naturistas,Especializado,Colombia,2026-03-26,2026-05-10,45,1161216,0,Pagada,True
FV-95858,OC-95858,Tiendas naturistas,Especializado,Colombia,2026-03-29,2026-05-13,45,1250748,0,Pagada,True
FV-95859,OC-95859,Tiendas naturistas,Especializado,Colombia,2026-03-25,2026-05-09,45,1132848,0,Pagada,True
FV-95860,OC-95860,Paranice US,Internacional,Estados Unidos,2026-03-28,2026-04-12,15,4104150,0,Pagada,True
FV-95861,OC-95861,Paranice US,Internacional,Estados Unidos,2026-03-27,2026-04-11,15,4179750,0,Pagada,True
FV-95862,OC-95862,Distribuidor CR,Internacional,Costa Rica,2026-03-29,2026-05-13,45,4995445,0,Pagada,True
FV-95863,OC-95863,Éxito,Retail,Colombia,2026-03-30,2026-05-29,60,18184186,0,Pagada,True
FV-95864,OC-95864,Carulla,Retail,Colombia,2026-03-28,2026-05-27,60,10262118,0,Pagada,True
FV-95865,OC-95865,Rappi,Marketplace,Colombia,2026-03-26,2026-04-25,30,2406651,0,Pagada,True
FV-95866,OC-95866,Rappi,Marketplace,Colombia,2026-03-27,2026-04-26,30,2427593,0,Pagada,True
FV-95867,OC-95867,Fithub,Especializado,Colombia,2026-03-30,2026-05-14,45,5284160,0,Pagada,True
FV-95868,OC-95868,Tiendas naturistas,Especializado,Colombia,2026-03-30,2026-05-14,45,2427408,0,Pagada,True
FV-95869,OC-95869,Tiendas naturistas,Especializado,Colombia,2026-03-26,2026-05-10,45,2416500,0,Pagada,True
FV-95870,OC-95870,Paranice US,Internacional,Estados Unidos,2026-03-29,2026-04-13,15,2061050,0,Pagada,True
FV-95871,OC-95871,Paranice US,Internacional,Estados Unidos,2026-03-30,2026-04-14,15,2077350,0,Pagada,True
FV-95872,OC-95872,Paranice US,Internacional,Estados Unidos,2026-03-28,2026-04-12,15,2172600,0,Pagada,True
FV-95873,OC-95873,Distribuidor CR,Internacional,Costa Rica,2026-03-27,2026-05-11,45,4424910,0,Pagada,True
FV-95874,OC-95874,Éxito,Retail,Colombia,2026-03-30,2026-05-29,60,19212040,0,Pagada,True
FV-95875,OC-95875,Carulla,Retail,Colombia,2026-03-30,2026-05-29,60,13850750,0,Pagada,True
FV-95876,OC-95876,Rappi,Marketplace,Colombia,2026-03-27,2026-04-26,30,5234735,0,Pagada,True
FV-95877,OC-95877,Fithub,Especializado,Colombia,2026-03-28,2026-05-12,45,5698490,0,Pagada,True
FV-95878,OC-95878,Tiendas naturistas,Especializado,Colombia,2026-03-30,2026-05-14,45,3093948,0,Pagada,True
FV-95879,OC-95879,Tiendas naturistas,Especializado,Colombia,2026-03-27,2026-05-11,45,2988648,0,Pagada,True
FV-95880,OC-95880,Paranice US,Internacional,Estados Unidos,2026-03-27,2026-04-11,15,4535700,0,Pagada,True
FV-95881,OC-95881,Paranice US,Internacional,Estados Unidos,2026-03-29,2026-04-13,15,4561050,0,Pagada,True
FV-95882,OC-95882,Distribuidor CR,Internacional,Costa Rica,2026-03-31,2026-05-15,45,2039065,0,Pagada,True
FV-95883,OC-95883,Distribuidor CR,Internacional,Costa Rica,2026-03-28,2026-05-12,45,2022825,0,Pagada,True
FV-95884,OC-95884,Éxito,Retail,Colombia,2026-03-29,2026-05-28,60,20633206,0,Pagada,True
FV-95885,OC-95885,Carulla,Retail,Colombia,2026-03-30,2026-05-29,60,4228274,0,Pagada,True
FV-95886,OC-95886,Carulla,Retail,Colombia,2026-03-30,2026-05-29,60,4237046,0,Pagada,True
FV-95887,OC-95887,Carulla,Retail,Colombia,2026-04-01,2026-05-31,60,4190636,0,Pagada,True
FV-95888,OC-95888,Rappi,Marketplace,Colombia,2026-03-29,2026-04-28,30,3318915,0,Pagada,True
FV-95889,OC-95889,Rappi,Marketplace,Colombia,2026-03-31,2026-04-30,30,3361809,0,Pagada,True
FV-95890,OC-95890,Fithub,Especializado,Colombia,2026-03-29,2026-05-13,45,5980625,0,Pagada,True
FV-95891,OC-95891,Tiendas naturistas,Especializado,Colombia,2026-03-31,2026-05-15,45,3163644,0,Pagada,True
FV-95892,OC-95892,Tiendas naturistas,Especializado,Colombia,2026-03-28,2026-05-12,45,3229164,0,Pagada,True
FV-95893,OC-95893,Paranice US,Internacional,Estados Unidos,2026-03-28,2026-04-12,15,4535350,0,Pagada,True
FV-95894,OC-95894,Paranice US,Internacional,Estados Unidos,2026-03-31,2026-04-15,15,4482200,0,Pagada,True
FV-95895,OC-95895,Distribuidor CR,Internacional,Costa Rica,2026-03-30,2026-05-14,45,4049780,0,Pagada,True
FV-95896,OC-95896,Éxito,Retail,Colombia,2026-03-29,2026-05-28,60,9579262,0,Pagada,True
FV-95897,OC-95897,Éxito,Retail,Colombia,2026-03-29,2026-05-28,60,9573142,0,Pagada,True
FV-95898,OC-95898,Carulla,Retail,Colombia,2026-04-02,2026-06-01,60,9798460,0,Pagada,True
FV-95899,OC-95899,Rappi,Marketplace,Colombia,2026-03-30,2026-04-29,30,2028185,0,Pagada,True
FV-95900,OC-95900,Rappi,Marketplace,Colombia,2026-03-30,2026-04-29,30,1992678,0,Pagada,True
FV-95901,OC-95901,Rappi,Marketplace,Colombia,2026-03-29,2026-04-28,30,2025301,125,Vencida +90,False
FV-95902,OC-95902,Fithub,Especializado,Colombia,2026-04-02,2026-05-17,45,3095960,0,Pagada,True
FV-95903,OC-95903,Fithub,Especializado,Colombia,2026-04-01,2026-05-16,45,3045525,0,Pagada,True
FV-95904,OC-95904,Tiendas naturistas,Especializado,Colombia,2026-03-30,2026-05-14,45,6596280,0,Pagada,True
FV-95905,OC-95905,Paranice US,Internacional,Estados Unidos,2026-03-30,2026-04-14,15,1601800,0,Pagada,True
FV-95906,OC-95906,Paranice US,Internacional,Estados Unidos,2026-04-02,2026-04-17,15,1648350,0,Pagada,True
FV-95907,OC-95907,Paranice US,Internacional,Estados Unidos,2026-03-30,2026-04-14,15,1661550,0,Pagada,True
FV-95908,OC-95908,Paranice US,Internacional,Estados Unidos,2026-03-29,2026-04-13,15,1648200,0,Pagada,True
FV-95909,OC-95909,Distribuidor CR,Internacional,Costa Rica,2026-03-29,2026-05-13,45,4568165,0,Pagada,True
FV-95910,OC-95910,Éxito,Retail,Colombia,2026-04-03,2026-06-02,60,3487380,0,Pagada,True
FV-95911,OC-95911,Éxito,Retail,Colombia,2026-04-02,2026-06-01,60,3519816,0,Pagada,True
FV-95912,OC-95912,Éxito,Retail,Colombia,2026-04-03,2026-06-02,60,3536714,0,Pagada,True
FV-95913,OC-95913,Éxito,Retail,Colombia,2026-04-03,2026-06-02,60,3536068,90,Vencida 61-90,False
FV-95914,OC-95914,Éxito,Retail,Colombia,2026-03-30,2026-05-29,60,3545724,0,Pagada,True
FV-95915,OC-95915,Carulla,Retail,Colombia,2026-04-03,2026-06-02,60,11939542,0,Pagada,True
FV-95916,OC-95916,Rappi,Marketplace,Colombia,2026-04-02,2026-05-02,30,1466442,0,Pagada,True
FV-95917,OC-95917,Rappi,Marketplace,Colombia,2026-03-31,2026-04-30,30,1443149,0,Pagada,True
FV-95918,OC-95918,Rappi,Marketplace,Colombia,2026-03-30,2026-04-29,30,1434418,0,Pagada,True
FV-95919,OC-95919,Rappi,Marketplace,Colombia,2026-04-03,2026-05-03,30,1455386,0,Pagada,True
FV-95920,OC-95920,Fithub,Especializado,Colombia,2026-03-30,2026-05-14,45,2202725,0,Pagada,True
FV-95921,OC-95921,Fithub,Especializado,Colombia,2026-04-02,2026-05-17,45,2190860,0,Pagada,True
FV-95922,OC-95922,Tiendas naturistas,Especializado,Colombia,2026-03-30,2026-05-14,45,927504,0,Pagada,True
FV-95923,OC-95923,Tiendas naturistas,Especializado,Colombia,2026-04-02,2026-05-17,45,1062972,0,Pagada,True
FV-95924,OC-95924,Tiendas naturistas,Especializado,Colombia,2026-04-03,2026-05-18,45,1088136,0,Pagada,True
FV-95925,OC-95925,Tiendas naturistas,Especializado,Colombia,2026-04-01,2026-05-16,45,964944,0,Pagada,True
FV-95926,OC-95926,Tiendas naturistas,Especializado,Colombia,2026-04-03,2026-05-18,45,901620,0,Pagada,True
FV-95927,OC-95927,Tiendas naturistas,Especializado,Colombia,2026-04-01,2026-05-16,45,1010844,0,Pagada,True
FV-95928,OC-95928,Tiendas naturistas,Especializado,Colombia,2026-04-01,2026-05-16,45,986544,0,Pagada,True
FV-95929,OC-95929,Paranice US,Internacional,Estados Unidos,2026-04-01,2026-04-16,15,2839700,0,Pagada,True
FV-95930,OC-95930,Paranice US,Internacional,Estados Unidos,2026-04-02,2026-04-17,15,2731150,0,Pagada,True
FV-95931,OC-95931,Paranice US,Internacional,Estados Unidos,2026-03-31,2026-04-15,15,2841150,0,Pagada,True
FV-95932,OC-95932,Distribuidor CR,Internacional,Costa Rica,2026-04-01,2026-05-16,45,938420,0,Pagada,True
FV-95933,OC-95933,Distribuidor CR,Internacional,Costa Rica,2026-03-30,2026-05-14,45,957355,0,Pagada,True
FV-95934,OC-95934,Distribuidor CR,Internacional,Costa Rica,2026-03-31,2026-05-15,45,1081395,0,Pagada,True
FV-95935,OC-95935,Distribuidor CR,Internacional,Costa Rica,2026-03-31,2026-05-15,45,880285,0,Pagada,True
FV-95936,OC-95936,Distribuidor CR,Internacional,Costa Rica,2026-04-03,2026-05-18,45,993265,0,Pagada,True
FV-95937,OC-95937,Éxito,Retail,Colombia,2026-04-04,2026-06-03,60,8096420,0,Pagada,True
FV-95938,OC-95938,Éxito,Retail,Colombia,2026-04-02,2026-06-01,60,8101520,0,Pagada,True
FV-95939,OC-95939,Carulla,Retail,Colombia,2026-04-01,2026-05-31,60,5787412,0,Pagada,True
FV-95940,OC-95940,Carulla,Retail,Colombia,2026-04-02,2026-06-01,60,5752902,0,Pagada,True
FV-95941,OC-95941,Rappi,Marketplace,Colombia,2026-04-01,2026-05-01,30,6642154,0,Pagada,True
FV-95942,OC-95942,Fithub,Especializado,Colombia,2026-04-01,2026-05-16,45,2665320,0,Pagada,True
FV-95943,OC-95943,Fithub,Especializado,Colombia,2026-04-03,2026-05-18,45,2672705,0,Pagada,True
FV-95944,OC-95944,Tiendas naturistas,Especializado,Colombia,2026-03-31,2026-05-15,45,1672416,0,Pagada,True
FV-95945,OC-95945,Tiendas naturistas,Especializado,Colombia,2026-04-03,2026-05-18,45,1627560,0,Pagada,True
FV-95946,OC-95946,Tiendas naturistas,Especializado,Colombia,2026-04-02,2026-05-17,45,1653696,0,Pagada,True
FV-95947,OC-95947,Tiendas naturistas,Especializado,Colombia,2026-03-31,2026-05-15,45,1615212,0,Pagada,True
FV-95948,OC-95948,Paranice US,Internacional,Estados Unidos,2026-04-04,2026-04-19,15,7234250,0,Pagada,True
FV-95949,OC-95949,Distribuidor CR,Internacional,Costa Rica,2026-04-03,2026-05-18,45,2222570,0,Pagada,True
FV-95950,OC-95950,Distribuidor CR,Internacional,Costa Rica,2026-04-01,2026-05-16,45,2129365,0,Pagada,True
FV-95951,OC-95951,Éxito,Retail,Colombia,2026-04-04,2026-06-03,60,5130770,0,Pagada,True
FV-95952,OC-95952,Éxito,Retail,Colombia,2026-04-01,2026-05-31,60,5064198,0,Pagada,True
FV-95953,OC-95953,Éxito,Retail,Colombia,2026-04-05,2026-06-04,60,5103230,0,Pagada,True
FV-95954,OC-95954,Carulla,Retail,Colombia,2026-04-04,2026-06-03,60,6365616,0,Pagada,True
FV-95955,OC-95955,Carulla,Retail,Colombia,2026-04-02,2026-06-01,60,6389042,0,Pagada,True
FV-95956,OC-95956,Rappi,Marketplace,Colombia,2026-04-02,2026-05-02,30,1087771,0,Pagada,True
FV-95957,OC-95957,Rappi,Marketplace,Colombia,2026-04-04,2026-05-04,30,1134602,0,Pagada,True
FV-95958,OC-95958,Rappi,Marketplace,Colombia,2026-04-02,2026-05-02,30,1091929,0,Pagada,True
FV-95959,OC-95959,Rappi,Marketplace,Colombia,2026-04-04,2026-05-04,30,1131272,0,Pagada,True
FV-95960,OC-95960,Rappi,Marketplace,Colombia,2026-04-02,2026-05-02,30,1140458,0,Pagada,True
FV-95961,OC-95961,Fithub,Especializado,Colombia,2026-04-03,2026-05-18,45,5898480,0,Pagada,True
FV-95962,OC-95962,Tiendas naturistas,Especializado,Colombia,2026-04-03,2026-05-18,45,4661172,0,Pagada,True
FV-95963,OC-95963,Paranice US,Internacional,Estados Unidos,2026-04-02,2026-04-17,15,7485400,136,Vencida +90,False
FV-95964,OC-95964,Distribuidor CR,Internacional,Costa Rica,2026-04-02,2026-05-17,45,3436755,0,Pagada,True
FV-95965,OC-95965,Éxito,Retail,Colombia,2026-04-03,2026-06-02,60,10145192,0,Pagada,True
FV-95966,OC-95966,Éxito,Retail,Colombia,2026-04-06,2026-06-05,60,10165932,0,Pagada,True
FV-95967,OC-95967,Carulla,Retail,Colombia,2026-04-03,2026-06-02,60,12130010,0,Pagada,True
FV-95968,OC-95968,Rappi,Marketplace,Colombia,2026-04-06,2026-05-06,30,1665904,0,Pagada,True
FV-95969,OC-95969,Rappi,Marketplace,Colombia,2026-04-06,2026-05-06,30,1727934,0,Pagada,True
FV-95970,OC-95970,Rappi,Marketplace,Colombia,2026-04-02,2026-05-02,30,1721707,0,Pagada,True
FV-95971,OC-95971,Rappi,Marketplace,Colombia,2026-04-06,2026-05-06,30,1742808,0,Pagada,True
FV-95972,OC-95972,Fithub,Especializado,Colombia,2026-04-04,2026-05-19,45,5992350,0,Pagada,True
FV-95973,OC-95973,Tiendas naturistas,Especializado,Colombia,2026-04-02,2026-05-17,45,2222964,0,Pagada,True
FV-95974,OC-95974,Tiendas naturistas,Especializado,Colombia,2026-04-05,2026-05-20,45,2167056,0,Pagada,True
FV-95975,OC-95975,Tiendas naturistas,Especializado,Colombia,2026-04-02,2026-05-17,45,2210220,0,Pagada,True
FV-95976,OC-95976,Paranice US,Internacional,Estados Unidos,2026-04-04,2026-04-19,15,7190150,0,Pagada,True
FV-95977,OC-95977,Distribuidor CR,Internacional,Costa Rica,2026-04-03,2026-05-18,45,3328780,0,Pagada,True
FV-95978,OC-95978,Éxito,Retail,Colombia,2026-04-07,2026-06-06,60,9280300,0,Pagada,True
FV-95979,OC-95979,Éxito,Retail,Colombia,2026-04-05,2026-06-04,60,9275812,0,Pagada,True
FV-95980,OC-95980,Carulla,Retail,Colombia,2026-04-07,2026-06-06,60,5355952,0,Pagada,True
FV-95981,OC-95981,Carulla,Retail,Colombia,2026-04-06,2026-06-05,60,5368838,0,Pagada,True
FV-95982,OC-95982,Rappi,Marketplace,Colombia,2026-04-04,2026-05-04,30,5406142,0,Pagada,True
FV-95983,OC-95983,Fithub,Especializado,Colombia,2026-04-03,2026-05-18,45,1899345,0,Pagada,True
FV-95984,OC-95984,Fithub,Especializado,Colombia,2026-04-03,2026-05-18,45,1822800,0,Pagada,True
FV-95985,OC-95985,Fithub,Especializado,Colombia,2026-04-06,2026-05-21,45,1857660,0,Pagada,True
FV-95986,OC-95986,Tiendas naturistas,Especializado,Colombia,2026-04-05,2026-05-20,45,1063620,103,Vencida +90,False
FV-95987,OC-95987,Tiendas naturistas,Especializado,Colombia,2026-04-05,2026-05-20,45,1007640,103,Vencida +90,False
FV-95988,OC-95988,Tiendas naturistas,Especializado,Colombia,2026-04-06,2026-05-21,45,910728,0,Pagada,True
FV-95989,OC-95989,Tiendas naturistas,Especializado,Colombia,2026-04-04,2026-05-19,45,1005840,0,Pagada,True
FV-95990,OC-95990,Tiendas naturistas,Especializado,Colombia,2026-04-06,2026-05-21,45,1017936,0,Pagada,True
FV-95991,OC-95991,Tiendas naturistas,Especializado,Colombia,2026-04-06,2026-05-21,45,987768,0,Pagada,True
FV-95992,OC-95992,Paranice US,Internacional,Estados Unidos,2026-04-04,2026-04-19,15,1982700,0,Pagada,True
FV-95993,OC-95993,Paranice US,Internacional,Estados Unidos,2026-04-04,2026-04-19,15,1857250,0,Pagada,True
FV-95994,OC-95994,Paranice US,Internacional,Estados Unidos,2026-04-07,2026-04-22,15,1909800,0,Pagada,True
FV-95995,OC-95995,Paranice US,Internacional,Estados Unidos,2026-04-07,2026-04-22,15,1938000,0,Pagada,True
FV-95996,OC-95996,Distribuidor CR,Internacional,Costa Rica,2026-04-04,2026-05-19,45,1369585,0,Pagada,True
FV-95997,OC-95997,Distribuidor CR,Internacional,Costa Rica,2026-04-06,2026-05-21,45,1358000,0,Pagada,True
FV-95998,OC-95998,Distribuidor CR,Internacional,Costa Rica,2026-04-03,2026-05-18,45,1337350,0,Pagada,True
FV-95999,OC-95999,Éxito,Retail,Colombia,2026-04-05,2026-06-04,60,5038256,0,Pagada,True
FV-96000,OC-96000,Éxito,Retail,Colombia,2026-04-04,2026-06-03,60,4960124,0,Pagada,True
FV-96001,OC-96001,Éxito,Retail,Colombia,2026-04-07,2026-06-06,60,5039174,0,Pagada,True
FV-96002,OC-96002,Éxito,Retail,Colombia,2026-04-08,2026-06-07,60,5121488,0,Pagada,True
FV-96003,OC-96003,Carulla,Retail,Colombia,2026-04-06,2026-06-05,60,10498826,0,Pagada,True
FV-96004,OC-96004,Rappi,Marketplace,Colombia,2026-04-04,2026-05-04,30,1617863,0,Pagada,True
FV-96005,OC-96005,Rappi,Marketplace,Colombia,2026-04-07,2026-05-07,30,1642331,0,Pagada,True
FV-96006,OC-96006,Rappi,Marketplace,Colombia,2026-04-07,2026-05-07,30,1628396,0,Pagada,True
FV-96007,OC-96007,Fithub,Especializado,Colombia,2026-04-04,2026-05-19,45,4473630,0,Pagada,True
FV-96008,OC-96008,Tiendas naturistas,Especializado,Colombia,2026-04-04,2026-05-19,45,2120832,0,Pagada,True
FV-96009,OC-96009,Tiendas naturistas,Especializado,Colombia,2026-04-06,2026-05-21,45,2143584,0,Pagada,True
FV-96010,OC-96010,Tiendas naturistas,Especializado,Colombia,2026-04-05,2026-05-20,45,2203596,0,Pagada,True
FV-96011,OC-96011,Paranice US,Internacional,Estados Unidos,2026-04-08,2026-04-23,15,8145250,0,Pagada,True
FV-96012,OC-96012,Distribuidor CR,Internacional,Costa Rica,2026-04-06,2026-05-21,45,836045,0,Pagada,True
FV-96013,OC-96013,Distribuidor CR,Internacional,Costa Rica,2026-04-04,2026-05-19,45,938350,0,Pagada,True
FV-96014,OC-96014,Distribuidor CR,Internacional,Costa Rica,2026-04-05,2026-05-20,45,838075,0,Pagada,True
FV-96015,OC-96015,Distribuidor CR,Internacional,Costa Rica,2026-04-07,2026-05-22,45,827155,0,Pagada,True
FV-96016,OC-96016,Éxito,Retail,Colombia,2026-04-07,2026-06-06,60,7121776,0,Pagada,True
FV-96017,OC-96017,Éxito,Retail,Colombia,2026-04-08,2026-06-07,60,7143944,0,Pagada,True
FV-96018,OC-96018,Carulla,Retail,Colombia,2026-04-09,2026-06-08,60,5129988,0,Pagada,True
FV-96019,OC-96019,Carulla,Retail,Colombia,2026-04-09,2026-06-08,60,5152326,0,Pagada,True
FV-96020,OC-96020,Rappi,Marketplace,Colombia,2026-04-09,2026-05-09,30,6097425,0,Pagada,True
FV-96021,OC-96021,Fithub,Especializado,Colombia,2026-04-08,2026-05-23,45,5579560,0,Pagada,True
FV-96022,OC-96022,Tiendas naturistas,Especializado,Colombia,2026-04-09,2026-05-24,45,3054240,0,Pagada,True
FV-96023,OC-96023,Tiendas naturistas,Especializado,Colombia,2026-04-08,2026-05-23,45,3033756,0,Pagada,True
FV-96024,OC-96024,Paranice US,Internacional,Estados Unidos,2026-04-09,2026-04-24,15,2359800,0,Pagada,True
FV-96025,OC-96025,Paranice US,Internacional,Estados Unidos,2026-04-09,2026-04-24,15,2254350,0,Pagada,True
FV-96026,OC-96026,Paranice US,Internacional,Estados Unidos,2026-04-08,2026-04-23,15,2125550,0,Pagada,True
FV-96027,OC-96027,Distribuidor CR,Internacional,Costa Rica,2026-04-05,2026-05-20,45,921690,0,Pagada,True
FV-96028,OC-96028,Distribuidor CR,Internacional,Costa Rica,2026-04-05,2026-05-20,45,806400,0,Pagada,True
FV-96029,OC-96029,Distribuidor CR,Internacional,Costa Rica,2026-04-09,2026-05-24,45,929215,0,Pagada,True
FV-96030,OC-96030,Distribuidor CR,Internacional,Costa Rica,2026-04-05,2026-05-20,45,905590,0,Pagada,True
FV-96031,OC-96031,Distribuidor CR,Internacional,Costa Rica,2026-04-07,2026-05-22,45,899570,0,Pagada,True
FV-96032,OC-96032,Éxito,Retail,Colombia,2026-04-07,2026-06-06,60,5414466,0,Pagada,True
FV-96033,OC-96033,Éxito,Retail,Colombia,2026-04-07,2026-06-06,60,5386858,0,Pagada,True
FV-96034,OC-96034,Éxito,Retail,Colombia,2026-04-09,2026-06-08,60,5353470,0,Pagada,True
FV-96035,OC-96035,Carulla,Retail,Colombia,2026-04-06,2026-06-05,60,4208146,0,Pagada,True
FV-96036,OC-96036,Carulla,Retail,Colombia,2026-04-10,2026-06-09,60,4291446,0,Pagada,True
FV-96037,OC-96037,Carulla,Retail,Colombia,2026-04-08,2026-06-07,60,4218244,0,Pagada,True
FV-96038,OC-96038,Rappi,Marketplace,Colombia,2026-04-09,2026-05-09,30,4603275,114,Vencida +90,False
FV-96039,OC-96039,Fithub,Especializado,Colombia,2026-04-10,2026-05-25,45,5898305,0,Pagada,True
FV-96040,OC-96040,Tiendas naturistas,Especializado,Colombia,2026-04-07,2026-05-22,45,6079392,0,Pagada,True
FV-96041,OC-96041,Paranice US,Internacional,Estados Unidos,2026-04-10,2026-04-25,15,8385600,0,Pagada,True
FV-96042,OC-96042,Distribuidor CR,Internacional,Costa Rica,2026-04-09,2026-05-24,45,657475,0,Pagada,True
FV-96043,OC-96043,Distribuidor CR,Internacional,Costa Rica,2026-04-07,2026-05-22,45,710535,0,Pagada,True
FV-96044,OC-96044,Distribuidor CR,Internacional,Costa Rica,2026-04-09,2026-05-24,45,624610,0,Pagada,True
FV-96045,OC-96045,Distribuidor CR,Internacional,Costa Rica,2026-04-10,2026-05-25,45,596085,0,Pagada,True
FV-96046,OC-96046,Distribuidor CR,Internacional,Costa Rica,2026-04-07,2026-05-22,45,591395,0,Pagada,True
FV-96047,OC-96047,Distribuidor CR,Internacional,Costa Rica,2026-04-08,2026-05-23,45,670495,0,Pagada,True
FV-96048,OC-96048,Distribuidor CR,Internacional,Costa Rica,2026-04-08,2026-05-23,45,605255,0,Pagada,True
FV-96049,OC-96049,Éxito,Retail,Colombia,2026-04-11,2026-06-10,60,18494266,0,Pagada,True
FV-96050,OC-96050,Carulla,Retail,Colombia,2026-04-08,2026-06-07,60,5970502,0,Pagada,True
FV-96051,OC-96051,Carulla,Retail,Colombia,2026-04-07,2026-06-06,60,5911376,0,Pagada,True
FV-96052,OC-96052,Rappi,Marketplace,Colombia,2026-04-10,2026-05-10,30,1664145,0,Pagada,True
FV-96053,OC-96053,Rappi,Marketplace,Colombia,2026-04-08,2026-05-08,30,1753800,0,Pagada,True
FV-96054,OC-96054,Rappi,Marketplace,Colombia,2026-04-10,2026-05-10,30,1634082,0,Pagada,True
FV-96055,OC-96055,Fithub,Especializado,Colombia,2026-04-08,2026-05-23,45,4845015,0,Pagada,True
FV-96056,OC-96056,Tiendas naturistas,Especializado,Colombia,2026-04-10,2026-05-25,45,2996856,0,Pagada,True
FV-96057,OC-96057,Tiendas naturistas,Especializado,Colombia,2026-04-10,2026-05-25,45,2959308,0,Pagada,True
FV-96058,OC-96058,Paranice US,Internacional,Estados Unidos,2026-04-08,2026-04-23,15,7117300,0,Pagada,True
FV-96059,OC-96059,Distribuidor CR,Internacional,Costa Rica,2026-04-09,2026-05-24,45,1444590,0,Pagada,True
FV-96060,OC-96060,Distribuidor CR,Internacional,Costa Rica,2026-04-07,2026-05-22,45,1373960,0,Pagada,True
FV-96061,OC-96061,Distribuidor CR,Internacional,Costa Rica,2026-04-10,2026-05-25,45,1443995,0,Pagada,True
FV-96062,OC-96062,Éxito,Retail,Colombia,2026-04-09,2026-06-08,60,19777834,0,Pagada,True
FV-96063,OC-96063,Carulla,Retail,Colombia,2026-04-09,2026-06-08,60,5436600,0,Pagada,True
FV-96064,OC-96064,Carulla,Retail,Colombia,2026-04-09,2026-06-08,60,5475530,0,Pagada,True
FV-96065,OC-96065,Rappi,Marketplace,Colombia,2026-04-11,2026-05-11,30,2797414,112,Vencida +90,False
FV-96066,OC-96066,Rappi,Marketplace,Colombia,2026-04-10,2026-05-10,30,2804497,0,Pagada,True
FV-96067,OC-96067,Fithub,Especializado,Colombia,2026-04-09,2026-05-24,45,5660445,0,Pagada,True
FV-96068,OC-96068,Tiendas naturistas,Especializado,Colombia,2026-04-09,2026-05-24,45,3212496,0,Pagada,True
FV-96069,OC-96069,Tiendas naturistas,Especializado,Colombia,2026-04-12,2026-05-27,45,3201480,0,Pagada,True
FV-96070,OC-96070,Paranice US,Internacional,Estados Unidos,2026-04-11,2026-04-26,15,7151300,0,Pagada,True
FV-96071,OC-96071,Distribuidor CR,Internacional,Costa Rica,2026-04-08,2026-05-23,45,4773755,0,Pagada,True
FV-96072,OC-96072,Éxito,Retail,Colombia,2026-04-10,2026-06-09,60,4798284,0,Pagada,True
FV-96073,OC-96073,Éxito,Retail,Colombia,2026-04-10,2026-06-09,60,4750820,0,Pagada,True
FV-96074,OC-96074,Éxito,Retail,Colombia,2026-04-09,2026-06-08,60,4728788,0,Pagada,True
FV-96075,OC-96075,Carulla,Retail,Colombia,2026-04-09,2026-06-08,60,3386230,0,Pagada,True
FV-96076,OC-96076,Carulla,Retail,Colombia,2026-04-13,2026-06-12,60,3373820,0,Pagada,True
FV-96077,OC-96077,Carulla,Retail,Colombia,2026-04-09,2026-06-08,60,3363654,0,Pagada,True
