mes,cadena,ciudad,sku,producto,categoria,pdv_activos,unidades_sell_in,unidades_sell_out,valor_sell_out_cop,rotacion_und_pdv_mes,dias_sin_stock,inventario_cadena_und
2025-08,Éxito,Cartagena,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,3,35,33,1204500,11.0,0,2
2025-08,Éxito,Cartagena,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,3,114,87,3175500,29.0,0,27
2025-08,Éxito,Medellín,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,6,76,57,1983600,9.5,2,19
2025-08,Éxito,Medellín,COM-3GRA,Three Pack GranOLA,Combos,6,30,27,2899800,4.5,6,3
2025-08,Éxito,Medellín,COM-3SPR,Three Pack Spread,Combos,6,40,29,4145550,4.83,8,11
2025-08,Éxito,Medellín,COM-WAF,Mini Wafflera,Combos,6,39,36,3996000,6.0,4,3
2025-08,Éxito,Medellín,ESP-BABY,Baby Spreads,Esparcibles,6,216,202,4373300,33.67,2,14
2025-08,Éxito,Medellín,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,6,76,73,3938350,12.17,5,3
2025-08,Éxito,Medellín,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,6,121,112,6042400,18.67,5,9
2025-08,Éxito,Medellín,ESP-PB,Peanutty Banana Shake,Esparcibles,6,84,69,3722550,11.5,0,15
2025-08,Éxito,Medellín,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,6,7,5,352500,0.83,0,2
2025-08,Éxito,Medellín,GRA-CHI,Chip Cookie,GranOLAS,6,126,94,3957400,15.67,1,32
2025-08,Éxito,Medellín,GRA-FUD,Fudge Cake,GranOLAS,6,76,62,2610200,10.33,6,14
2025-08,Éxito,Medellín,GRA-PIS,Pistachio Cookie,GranOLAS,6,23,17,848300,2.83,5,6
2025-08,Éxito,Medellín,GRA-VAN,Vanilla Shortbread,GranOLAS,6,83,76,3199600,12.67,2,7
2025-08,Éxito,Medellín,HAR-ALM,Harina de Almendra,Avena & Harinas,6,305,303,11650350,50.5,5,2
2025-08,Éxito,Medellín,HAR-AVE,Harina de Avena,Avena & Harinas,6,98,85,2958000,14.17,0,13
2025-08,Éxito,Medellín,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,6,43,34,1574200,5.67,0,9
2025-08,Éxito,Medellín,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,6,32,27,1250100,4.5,0,5
2025-08,Éxito,Medellín,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,6,52,48,2222400,8.0,0,4
2025-08,Éxito,Medellín,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,6,123,115,4197500,19.17,4,8
2025-08,Éxito,Medellín,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,6,227,224,8176000,37.33,0,3
2025-08,Éxito,Medellín,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,6,21,15,547500,2.5,0,6
2025-08,Éxito,Pereira,ESP-BABY,Baby Spreads,Esparcibles,2,99,80,1732000,40.0,2,19
2025-08,Éxito,Pereira,ESP-CIN,Golden Cinnamon Roll,Esparcibles,2,31,28,1510600,14.0,0,3
2025-08,Éxito,Pereira,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2,2,2,107900,1.0,2,0
2025-08,Éxito,Pereira,ESP-PB,Peanutty Banana Shake,Esparcibles,2,92,76,4100200,38.0,6,16
2025-08,Éxito,Pereira,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2,9,8,564000,4.0,0,1
2025-08,Éxito,Pereira,GRA-FUD,Fudge Cake,GranOLAS,2,23,17,715700,8.5,0,6
2025-08,Éxito,Pereira,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,2,13,10,463000,5.0,3,3
2025-08,Éxito,Pereira,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,2,13,11,509300,5.5,0,2
2025-08,Éxito,Pereira,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2,12,10,365000,5.0,4,2
2025-09,Carulla,Barranquilla,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,5,46,40,1418000,8.0,4,6
2025-09,Carulla,Barranquilla,COM-3GRA,Three Pack GranOLA,Combos,5,19,15,1640250,3.0,2,4
2025-09,Carulla,Barranquilla,COM-WAF,Mini Wafflera,Combos,5,12,10,1130000,2.0,2,2
2025-09,Carulla,Barranquilla,ESP-BABY,Baby Spreads,Esparcibles,5,33,30,661500,6.0,0,3
2025-09,Carulla,Barranquilla,ESP-CIN,Golden Cinnamon Roll,Esparcibles,5,3,2,109800,0.4,2,1
2025-09,Carulla,Barranquilla,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,5,4,3,164700,0.6,6,1
2025-09,Carulla,Barranquilla,ESP-PB,Peanutty Banana Shake,Esparcibles,5,16,16,878400,3.2,2,0
2025-09,Carulla,Barranquilla,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,5,4,3,215250,0.6,2,1
2025-09,Carulla,Barranquilla,GRA-FUD,Fudge Cake,GranOLAS,5,34,26,1115400,5.2,6,8
2025-09,Carulla,Barranquilla,GRA-PIS,Pistachio Cookie,GranOLAS,5,27,26,1320800,5.2,1,1
2025-09,Carulla,Barranquilla,GRA-VAN,Vanilla Shortbread,GranOLAS,5,35,34,1458600,6.8,5,1
2025-09,Carulla,Barranquilla,HAR-ALM,Harina de Almendra,Avena & Harinas,5,34,29,1135350,5.8,7,5
2025-09,Carulla,Barranquilla,HAR-AVE,Harina de Avena,Avena & Harinas,5,150,150,5317500,30.0,5,0
2025-09,Carulla,Barranquilla,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,5,90,77,3626700,15.4,1,13
2025-09,Carulla,Barranquilla,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,5,69,63,2967300,12.6,0,6
2025-09,Carulla,Barranquilla,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,5,56,55,2590500,11.0,0,1
2025-09,Carulla,Barranquilla,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,5,36,35,1300250,7.0,3,1
2025-09,Carulla,Barranquilla,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,5,20,18,668700,3.6,3,2
2025-09,Carulla,Bogotá,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,11,189,173,6132850,15.73,3,16
2025-09,Carulla,Bogotá,COM-3GRA,Three Pack GranOLA,Combos,11,117,86,9404100,7.82,3,31
2025-09,Carulla,Bogotá,COM-3SPR,Three Pack Spread,Combos,11,50,40,5820000,3.64,0,10
2025-09,Carulla,Bogotá,COM-WAF,Mini Wafflera,Combos,11,41,38,4294000,3.45,2,3
2025-09,Carulla,Bogotá,ESP-BABY,Baby Spreads,Esparcibles,11,732,691,15236550,62.82,1,41
2025-09,Carulla,Bogotá,ESP-CIN,Golden Cinnamon Roll,Esparcibles,11,163,157,8619300,14.27,5,6
2025-09,Carulla,Bogotá,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,11,120,111,6093900,10.09,2,9
2025-09,Carulla,Bogotá,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,11,99,77,4227300,7.0,3,22
2025-09,Carulla,Bogotá,ESP-PB,Peanutty Banana Shake,Esparcibles,11,53,42,2305800,3.82,5,11
2025-09,Carulla,Bogotá,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,11,157,142,10188500,12.91,4,15
2025-09,Carulla,Bogotá,GRA-CHI,Chip Cookie,GranOLAS,11,106,103,4418700,9.36,4,3
2025-09,Carulla,Bogotá,GRA-FUD,Fudge Cake,GranOLAS,11,334,306,13127400,27.82,5,28
2025-09,Carulla,Bogotá,GRA-PIS,Pistachio Cookie,GranOLAS,11,69,65,3302000,5.91,0,4
2025-09,Carulla,Bogotá,GRA-VAN,Vanilla Shortbread,GranOLAS,11,37,33,1415700,3.0,5,4
2025-09,Carulla,Bogotá,HAR-ALM,Harina de Almendra,Avena & Harinas,11,19,16,626400,1.45,0,3
2025-09,Carulla,Bogotá,HAR-AVE,Harina de Avena,Avena & Harinas,11,62,57,2020650,5.18,7,5
2025-09,Carulla,Bogotá,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,11,66,62,2920200,5.64,4,4
2025-09,Carulla,Bogotá,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,11,128,113,5322300,10.27,0,15
2025-09,Carulla,Bogotá,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,11,162,143,6735300,13.0,1,19
2025-09,Carulla,Bogotá,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,11,184,151,5609650,13.73,1,33
2025-09,Carulla,Bogotá,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,11,141,119,4420850,10.82,0,22
2025-09,Carulla,Bogotá,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,11,235,238,8841700,21.64,3,0
2025-09,Carulla,Bucaramanga,COM-3GRA,Three Pack GranOLA,Combos,1,14,11,1202850,11.0,1,3
2025-09,Carulla,Bucaramanga,COM-3SPR,Three Pack Spread,Combos,1,25,22,3201000,22.0,1,3
2025-09,Carulla,Bucaramanga,COM-WAF,Mini Wafflera,Combos,1,18,17,1921000,17.0,0,1
2025-09,Carulla,Bucaramanga,ESP-CIN,Golden Cinnamon Roll,Esparcibles,1,21,16,878400,16.0,3,5
2025-09,Carulla,Bucaramanga,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1,4,3,164700,3.0,0,1
2025-09,Carulla,Bucaramanga,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,1,27,26,1427400,26.0,3,1
2025-09,Carulla,Bucaramanga,ESP-PB,Peanutty Banana Shake,Esparcibles,1,13,10,549000,10.0,0,3
2025-09,Carulla,Bucaramanga,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1,4,3,215250,3.0,0,1
2025-09,Carulla,Bucaramanga,GRA-CHI,Chip Cookie,GranOLAS,1,12,10,429000,10.0,2,2
2025-09,Carulla,Bucaramanga,GRA-PIS,Pistachio Cookie,GranOLAS,1,38,33,1676400,33.0,0,5
2025-09,Carulla,Bucaramanga,GRA-VAN,Vanilla Shortbread,GranOLAS,1,52,49,2102100,49.0,3,3
2025-09,Carulla,Bucaramanga,HAR-ALM,Harina de Almendra,Avena & Harinas,1,136,128,5011200,128.0,7,8
2025-09,Carulla,Bucaramanga,HAR-AVE,Harina de Avena,Avena & Harinas,1,49,41,1453450,41.0,2,8
2025-09,Carulla,Bucaramanga,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1,11,9,423900,9.0,1,2
2025-09,Carulla,Bucaramanga,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1,23,19,894900,19.0,0,4
2025-09,Carulla,Bucaramanga,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,1,29,22,817300,22.0,0,7
2025-09,Carulla,Bucaramanga,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1,2,1,37150,1.0,2,1
2025-09,Carulla,Cali,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,4,50,48,1701600,12.0,0,2
2025-09,Carulla,Cali,COM-3GRA,Three Pack GranOLA,Combos,4,14,12,1312200,3.0,0,2
2025-09,Carulla,Cali,COM-3SPR,Three Pack Spread,Combos,4,9,8,1164000,2.0,2,1
2025-09,Carulla,Cali,COM-WAF,Mini Wafflera,Combos,4,47,35,3955000,8.75,7,12
2025-09,Carulla,Cali,ESP-BABY,Baby Spreads,Esparcibles,4,350,281,6196050,70.25,4,69
2025-09,Carulla,Cali,ESP-CIN,Golden Cinnamon Roll,Esparcibles,4,110,111,6093900,27.75,0,0
2025-09,Carulla,Cali,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,4,62,47,2580300,11.75,6,15
2025-09,Carulla,Cali,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,4,54,39,2141100,9.75,1,15
2025-09,Carulla,Cali,ESP-PB,Peanutty Banana Shake,Esparcibles,4,29,26,1427400,6.5,0,3
2025-09,Carulla,Cali,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,4,34,34,2439500,8.5,6,0
2025-09,Carulla,Cali,GRA-CHI,Chip Cookie,GranOLAS,4,103,104,4461600,26.0,6,0
2025-09,Carulla,Cali,GRA-FUD,Fudge Cake,GranOLAS,4,42,38,1630200,9.5,1,4
2025-09,Carulla,Cali,GRA-PIS,Pistachio Cookie,GranOLAS,4,66,50,2540000,12.5,7,16
2025-09,Carulla,Cali,GRA-VAN,Vanilla Shortbread,GranOLAS,4,7,5,214500,1.25,4,2
2025-09,Carulla,Cali,HAR-ALM,Harina de Almendra,Avena & Harinas,4,61,44,1722600,11.0,3,17
2025-09,Carulla,Cali,HAR-AVE,Harina de Avena,Avena & Harinas,4,39,29,1028050,7.25,0,10
2025-09,Carulla,Cali,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,4,56,49,2307900,12.25,6,7
2025-09,Carulla,Cali,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,4,26,21,989100,5.25,2,5
2025-09,Carulla,Cali,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,4,26,18,847800,4.5,4,8
2025-09,Carulla,Cali,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,4,79,77,2860550,19.25,6,2
2025-09,Carulla,Cali,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,4,77,61,2266150,15.25,4,16
2025-09,Carulla,Cali,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,4,210,201,7467150,50.25,0,9
2025-09,Carulla,Cartagena,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2,19,17,602650,8.5,0,2
2025-09,Carulla,Cartagena,COM-3GRA,Three Pack GranOLA,Combos,2,2,1,109350,0.5,8,1
2025-09,Carulla,Cartagena,COM-3SPR,Three Pack Spread,Combos,2,10,9,1309500,4.5,0,1
2025-09,Carulla,Cartagena,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2,14,11,603900,5.5,4,3
2025-09,Carulla,Cartagena,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2,14,13,713700,6.5,1,1
2025-09,Carulla,Cartagena,ESP-PB,Peanutty Banana Shake,Esparcibles,2,13,12,658800,6.0,0,1
2025-09,Carulla,Cartagena,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2,12,12,861000,6.0,0,0
2025-09,Carulla,Cartagena,GRA-CHI,Chip Cookie,GranOLAS,2,34,25,1072500,12.5,2,9
2025-09,Carulla,Cartagena,GRA-PIS,Pistachio Cookie,GranOLAS,2,4,3,152400,1.5,4,1
2025-09,Carulla,Cartagena,GRA-VAN,Vanilla Shortbread,GranOLAS,2,17,17,729300,8.5,0,0
2025-09,Carulla,Cartagena,HAR-ALM,Harina de Almendra,Avena & Harinas,2,51,46,1800900,23.0,0,5
2025-09,Carulla,Cartagena,HAR-AVE,Harina de Avena,Avena & Harinas,2,64,64,2268800,32.0,4,0
2025-09,Carulla,Cartagena,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,2,25,18,847800,9.0,5,7
2025-09,Carulla,Cartagena,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,2,34,34,1601400,17.0,9,0
2025-09,Carulla,Cartagena,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,2,42,30,1114500,15.0,7,12
2025-09,Carulla,Manizales,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,1,4,3,106350,3.0,3,1
2025-09,Carulla,Manizales,COM-3SPR,Three Pack Spread,Combos,1,10,7,1018500,7.0,0,3
2025-09,Carulla,Manizales,ESP-BABY,Baby Spreads,Esparcibles,1,23,17,374850,17.0,3,6
2025-09,Carulla,Manizales,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,1,41,36,1976400,36.0,0,5
2025-09,Carulla,Manizales,ESP-PB,Peanutty Banana Shake,Esparcibles,1,32,29,1592100,29.0,4,3
2025-09,Carulla,Manizales,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,1,17,14,1004500,14.0,4,3
2025-09,Carulla,Manizales,GRA-CHI,Chip Cookie,GranOLAS,1,4,3,128700,3.0,3,1
2025-09,Carulla,Manizales,GRA-FUD,Fudge Cake,GranOLAS,1,64,53,2273700,53.0,2,11
2025-09,Carulla,Manizales,GRA-VAN,Vanilla Shortbread,GranOLAS,1,33,31,1329900,31.0,5,2
2025-09,Carulla,Manizales,HAR-ALM,Harina de Almendra,Avena & Harinas,1,7,5,195750,5.0,0,2
2025-09,Carulla,Manizales,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,1,20,15,706500,15.0,8,5
2025-09,Carulla,Manizales,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,1,8,6,282600,6.0,9,2
2025-09,Carulla,Manizales,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,1,82,67,2489050,67.0,2,15
2025-09,Carulla,Manizales,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,1,60,43,1597450,43.0,1,17
2025-09,Carulla,Medellín,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,5,177,131,4643950,26.2,6,46
2025-09,Carulla,Medellín,COM-3GRA,Three Pack GranOLA,Combos,5,8,6,656100,1.2,2,2
2025-09,Carulla,Medellín,COM-3SPR,Three Pack Spread,Combos,5,46,45,6547500,9.0,5,1
2025-09,Carulla,Medellín,COM-WAF,Mini Wafflera,Combos,5,28,28,3164000,5.6,1,0
2025-09,Carulla,Medellín,ESP-BABY,Baby Spreads,Esparcibles,5,79,63,1389150,12.6,5,16
2025-09,Carulla,Medellín,ESP-CIN,Golden Cinnamon Roll,Esparcibles,5,39,32,1756800,6.4,2,7
2025-09,Carulla,Medellín,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,5,13,10,549000,2.0,0,3
2025-09,Carulla,Medellín,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,5,60,44,2415600,8.8,3,16
2025-09,Carulla,Medellín,ESP-PB,Peanutty Banana Shake,Esparcibles,5,71,59,3239100,11.8,0,12
2025-09,Carulla,Medellín,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,5,92,72,5166000,14.4,0,20
2025-09,Carulla,Medellín,GRA-CHI,Chip Cookie,GranOLAS,5,59,48,2059200,9.6,3,11
2025-09,Carulla,Medellín,GRA-FUD,Fudge Cake,GranOLAS,5,25,18,772200,3.6,2,7
2025-09,Carulla,Medellín,GRA-PIS,Pistachio Cookie,GranOLAS,5,132,106,5384800,21.2,6,26
2025-09,Carulla,Medellín,GRA-VAN,Vanilla Shortbread,GranOLAS,5,76,77,3303300,15.4,3,0
2025-09,Carulla,Medellín,HAR-ALM,Harina de Almendra,Avena & Harinas,5,138,121,4737150,24.2,3,17
2025-09,Carulla,Medellín,HAR-AVE,Harina de Avena,Avena & Harinas,5,33,31,1098950,6.2,2,2
2025-09,Carulla,Medellín,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,5,113,82,3862200,16.4,5,31
2025-09,Carulla,Medellín,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,5,147,142,6688200,28.4,1,5
2025-09,Carulla,Medellín,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,5,137,134,6311400,26.8,0,3
2025-09,Carulla,Medellín,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,5,153,127,4718050,25.4,3,26
2025-09,Carulla,Medellín,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,5,306,271,10067650,54.2,4,35
2025-09,Carulla,Medellín,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,5,48,45,1671750,9.0,3,3
2025-09,Carulla,Pereira,COM-3GRA,Three Pack GranOLA,Combos,1,7,5,546750,5.0,2,2
2025-09,Carulla,Pereira,GRA-VAN,Vanilla Shortbread,GranOLAS,1,60,60,2574000,60.0,0,0
2025-09,Carulla,Pereira,HAR-AVE,Harina de Avena,Avena & Harinas,1,45,38,1347100,38.0,0,7
2025-09,Fithub,Barranquilla,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2,5,4,154200,2.0,2,1
2025-09,Fithub,Barranquilla,COM-3GRA,Three Pack GranOLA,Combos,2,1,0,0,0.0,3,1
2025-09,Fithub,Barranquilla,COM-WAF,Mini Wafflera,Combos,2,5,4,492000,2.0,5,1
2025-09,Fithub,Barranquilla,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2,4,3,234300,1.5,7,1
2025-09,Fithub,Barranquilla,GRA-CHI,Chip Cookie,GranOLAS,2,8,6,280200,3.0,0,2
2025-09,Fithub,Barranquilla,GRA-PIS,Pistachio Cookie,GranOLAS,2,1,0,0,0.0,0,1
2025-09,Fithub,Barranquilla,GRA-VAN,Vanilla Shortbread,GranOLAS,2,1,0,0,0.0,0,1
2025-09,Fithub,Barranquilla,HAR-ALM,Harina de Almendra,Avena & Harinas,2,9,8,340800,4.0,4,1
2025-09,Fithub,Barranquilla,HAR-AVE,Harina de Avena,Avena & Harinas,2,8,7,269850,3.5,1,1
2025-09,Fithub,Barranquilla,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,2,2,1,51300,0.5,2,1
2025-09,Fithub,Barranquilla,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,2,5,4,205200,2.0,0,1
2025-09,Fithub,Barranquilla,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,2,3,2,80900,1.0,5,1
2025-09,Fithub,Barranquilla,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,2,11,9,364050,4.5,0,2
2025-09,Fithub,Bogotá,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,3,107,83,3199650,27.67,0,24
2025-09,Fithub,Bogotá,COM-3GRA,Three Pack GranOLA,Combos,3,20,20,2381000,6.67,1,0
2025-09,Fithub,Bogotá,COM-3SPR,Three Pack Spread,Combos,3,17,14,2217600,4.67,2,3
2025-09,Fithub,Bogotá,COM-WAF,Mini Wafflera,Combos,3,35,30,3690000,10.0,2,5
2025-09,Fithub,Bogotá,ESP-BABY,Baby Spreads,Esparcibles,3,213,200,4800000,66.67,5,13
2025-09,Fithub,Bogotá,ESP-CIN,Golden Cinnamon Roll,Esparcibles,3,41,41,2449750,13.67,2,0
2025-09,Fithub,Bogotá,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,3,45,38,2270500,12.67,3,7
2025-09,Fithub,Bogotá,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,3,36,27,1613250,9.0,0,9
2025-09,Fithub,Bogotá,ESP-PB,Peanutty Banana Shake,Esparcibles,3,43,31,1852250,10.33,3,12
2025-09,Fithub,Bogotá,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,3,29,23,1796300,7.67,3,6
2025-09,Fithub,Bogotá,GRA-CHI,Chip Cookie,GranOLAS,3,88,65,3035500,21.67,4,23
2025-09,Fithub,Bogotá,GRA-FUD,Fudge Cake,GranOLAS,3,63,46,2148200,15.33,2,17
2025-09,Fithub,Bogotá,GRA-PIS,Pistachio Cookie,GranOLAS,3,39,38,2101400,12.67,3,1
2025-09,Fithub,Bogotá,GRA-VAN,Vanilla Shortbread,GranOLAS,3,72,53,2475100,17.67,1,19
2025-09,Fithub,Bogotá,HAR-ALM,Harina de Almendra,Avena & Harinas,3,77,71,3024600,23.67,0,6
2025-09,Fithub,Bogotá,HAR-AVE,Harina de Avena,Avena & Harinas,3,130,102,3932100,34.0,1,28
2025-09,Fithub,Bogotá,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,3,51,50,2565000,16.67,2,1
2025-09,Fithub,Bogotá,PAN-ALM-CHU,Almendra Churro,Pancakes & Waffles,3,62,51,2616300,17.0,4,11
2025-09,Fithub,Bogotá,PAN-ALM-VAN,Almendra Vainilla,Pancakes & Waffles,3,65,51,2616300,17.0,1,14
2025-09,Fithub,Bogotá,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,3,155,153,6188850,51.0,0,2
2025-09,Fithub,Bogotá,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,3,75,67,2710150,22.33,0,8
2025-09,Fithub,Bogotá,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,3,73,67,2710150,22.33,0,6
2025-09,Fithub,Bucaramanga,COM-3GRA,Three Pack GranOLA,Combos,3,4,3,357150,1.0,2,1
2025-09,Fithub,Bucaramanga,COM-3SPR,Three Pack Spread,Combos,3,3,2,316800,0.67,0,1
2025-09,Fithub,Bucaramanga,COM-WAF,Mini Wafflera,Combos,3,1,0,0,0.0,4,1
2025-09,Fithub,Bucaramanga,ESP-BABY,Baby Spreads,Esparcibles,3,18,13,312000,4.33,2,5
2025-09,Fithub,Bucaramanga,ESP-CIN,Golden Cinnamon Roll,Esparcibles,3,3,2,119500,0.67,4,1
2025-09,Fithub,Bucaramanga,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,3,1,0,0,0.0,4,1
2025-09,Fithub,Bucaramanga,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,3,6,5,390500,1.67,0,1
2025-09,Fithub,Bucaramanga,GRA-CHI,Chip Cookie,GranOLAS,3,4,3,140100,1.0,0,1
2025-09,Fithub,Bucaramanga,GRA-PIS,Pistachio Cookie,GranOLAS,3,4,3,165900,1.0,1,1
2025-09,Fithub,Bucaramanga,GRA-VAN,Vanilla Shortbread,GranOLAS,3,15,10,467000,3.33,5,5
2025-09,Fithub,Bucaramanga,HAR-AVE,Harina de Avena,Avena & Harinas,3,9,8,308400,2.67,8,1
2025-09,Fithub,Bucaramanga,PAN-ALM-CHO,Almendra Choco Chips,Pancakes & Waffles,3,4,2,102600,0.67,4,2
2025-09,Fithub,Bucaramanga,PAN-AVE-BAN,Avena Banano,Pancakes & Waffles,3,18,12,485400,4.0,2,6
2025-09,Fithub,Bucaramanga,PAN-AVE-BRO,Avena Brownie,Pancakes & Waffles,3,4,3,121350,1.0,2,1
2025-09,Fithub,Bucaramanga,PAN-AVE-VAN,Avena Vainilla,Pancakes & Waffles,3,2,1,40450,0.33,6,1
2025-09,Fithub,Cali,AVE-HOJ,Avena en Hojuelas,Avena & Harinas,2,20,15,578250,7.5,0,5
2025-09,Fithub,Cali,COM-3GRA,Three Pack GranOLA,Combos,2,3,2,238100,1.0,0,1
2025-09,Fithub,Cali,COM-3SPR,Three Pack Spread,Combos,2,6,5,792000,2.5,1,1
2025-09,Fithub,Cali,COM-WAF,Mini Wafflera,Combos,2,15,13,1599000,6.5,2,2
2025-09,Fithub,Cali,ESP-BABY,Baby Spreads,Esparcibles,2,67,63,1512000,31.5,1,4
2025-09,Fithub,Cali,ESP-CIN,Golden Cinnamon Roll,Esparcibles,2,15,14,836500,7.0,0,1
2025-09,Fithub,Cali,ESP-CRE,Creamy Cocoa Hazelnut,Esparcibles,2,3,2,119500,1.0,0,1
2025-09,Fithub,Cali,ESP-CRU,Crunchy Cocoa Hazelnut,Esparcibles,2,4,3,179250,1.5,2,1
2025-09,Fithub,Cali,ESP-PIS,Buttery Pistachio Cookie,Esparcibles,2,7,5,390500,2.5,1,2
2025-09,Fithub,Cali,GRA-CHI,Chip Cookie,GranOLAS,2,14,11,513700,5.5,4,3
2025-09,Fithub,Cali,GRA-FUD,Fudge Cake,GranOLAS,2,9,8,373600,4.0,3,1
2025-09,Fithub,Cali,GRA-PIS,Pistachio Cookie,GranOLAS,2,30,21,1161300,10.5,6,9
2025-09,Fithub,Cali,GRA-VAN,Vanilla Shortbread,GranOLAS,2,4,3,140100,1.5,0,1
2025-09,Fithub,Cali,HAR-ALM,Harina de Almendra,Avena & Harinas,2,40,35,1491000,17.5,2,5
