fecha,mes,pedido_id,cliente_id,pais,ciudad,canal,metodo_pago,producto_id,producto,categoria,cantidad,precio_unitario,descuento_pct,total_cop,margen_pct
2025-01-25,2025-01,PED-100510,CLI-02442,Colombia,Medellín,TikTok Ads,Tarjeta débito,COM-001,Combo Desayuno Saludable,Combos,3,89900,0.05,256215,0.594
2025-01-25,2025-01,PED-100511,CLI-00030,Colombia,Pereira,Email/WhatsApp,PayPal,ESP-002,Crema Maní Banana,Esparcibles,3,48590,0.0,145770,0.597
2025-01-25,2025-01,PED-100512,CLI-04598,Colombia,Bucaramanga,Google Ads,Tarjeta crédito,GRA-002,Granola Chip Cookie,GranOLAs,1,37950,0.0,37950,0.621
2025-01-26,2025-01,PED-100513,CLI-04809,Colombia,Cali,Instagram Ads,Contraentrega,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,1,32890,0.0,32890,0.611
2025-01-26,2025-01,PED-100513,CLI-04809,Colombia,Cali,Instagram Ads,Contraentrega,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,2,48590,0.0,97180,0.584
2025-01-26,2025-01,PED-100514,CLI-04127,Colombia,Bogotá,Referidos,Contraentrega,GRA-001,Granola Vainilla Shortbread,GranOLAs,3,37950,0.0,113850,0.626
2025-01-26,2025-01,PED-100515,CLI-02181,Colombia,Cali,Referidos,Tarjeta crédito,AVE-003,Hojuelas de Avena,Avena & Harinas,1,31350,0.0,31350,0.649
2025-01-26,2025-01,PED-100515,CLI-02181,Colombia,Cali,Referidos,Tarjeta crédito,GRA-003,Granola Fudge Cake,GranOLAs,1,37950,0.0,37950,0.615
2025-01-26,2025-01,PED-100516,CLI-03078,Colombia,Barranquilla,TikTok Ads,Contraentrega,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,1,48590,0.0,48590,0.59
2025-01-26,2025-01,PED-100517,CLI-03085,Colombia,Barranquilla,Instagram Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,3,48590,0.0,145770,0.584
2025-01-26,2025-01,PED-100517,CLI-03085,Colombia,Barranquilla,Instagram Ads,Tarjeta crédito,COM-001,Combo Desayuno Saludable,Combos,1,89900,0.0,89900,0.594
2025-01-26,2025-01,PED-100518,CLI-02398,Colombia,Pereira,Google Ads,Tarjeta crédito,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,2,32890,0.0,65780,0.611
2025-01-26,2025-01,PED-100519,CLI-04568,Colombia,Pereira,Instagram Ads,Tarjeta crédito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,1,41690,0.0,41690,0.614
2025-01-26,2025-01,PED-100519,CLI-04568,Colombia,Pereira,Instagram Ads,Tarjeta crédito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,3,41690,0.0,125070,0.607
2025-01-26,2025-01,PED-100520,CLI-04643,Colombia,Cali,Google Ads,Tarjeta crédito,AVE-001,Harina de Almendra,Avena & Harinas,1,34650,0.0,34650,0.561
2025-01-26,2025-01,PED-100521,CLI-00278,Colombia,Cali,Instagram Ads,Tarjeta débito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,2,48590,0.0,97180,0.584
2025-01-26,2025-01,PED-100522,CLI-04396,Colombia,Bogotá,Instagram Ads,Contraentrega,GRA-001,Granola Vainilla Shortbread,GranOLAs,1,37950,0.0,37950,0.626
2025-01-26,2025-01,PED-100523,CLI-00502,Colombia,Medellín,Orgánico/SEO,Tarjeta crédito,GRA-003,Granola Fudge Cake,GranOLAs,3,37950,0.0,113850,0.615
2025-01-26,2025-01,PED-100523,CLI-00502,Colombia,Medellín,Orgánico/SEO,Tarjeta crédito,GRA-002,Granola Chip Cookie,GranOLAs,3,37950,0.0,113850,0.621
2025-01-26,2025-01,PED-100524,CLI-01243,Colombia,Barranquilla,Email/WhatsApp,PSE,GRA-002,Granola Chip Cookie,GranOLAs,2,37950,0.0,75900,0.621
2025-01-26,2025-01,PED-100524,CLI-01243,Colombia,Barranquilla,Email/WhatsApp,PSE,AVE-002,Harina de Avena,Avena & Harinas,2,31350,0.0,62700,0.636
2025-01-26,2025-01,PED-100525,CLI-03867,Colombia,Bucaramanga,Google Ads,PayPal,GRA-002,Granola Chip Cookie,GranOLAs,2,37950,0.0,75900,0.621
2025-01-26,2025-01,PED-100526,CLI-00395,Colombia,Bogotá,Email/WhatsApp,Contraentrega,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,2,48590,0.0,97180,0.59
2025-01-26,2025-01,PED-100527,CLI-00573,Colombia,Bogotá,Email/WhatsApp,Tarjeta crédito,MER-002,Tote Bag Paranice,Merch,1,28000,0.0,28000,0.589
2025-01-26,2025-01,PED-100527,CLI-00573,Colombia,Bogotá,Email/WhatsApp,Tarjeta crédito,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,2,48590,0.0,97180,0.59
2025-01-26,2025-01,PED-100528,CLI-02355,Colombia,Cali,Instagram Ads,Tarjeta débito,ESP-002,Crema Maní Banana,Esparcibles,3,48590,0.0,145770,0.597
2025-01-26,2025-01,PED-100529,CLI-02463,Colombia,Bogotá,Orgánico/SEO,Tarjeta débito,GRA-002,Granola Chip Cookie,GranOLAs,3,37950,0.0,113850,0.621
2025-01-26,2025-01,PED-100530,CLI-03768,Colombia,Bucaramanga,Google Ads,Contraentrega,COM-001,Combo Desayuno Saludable,Combos,2,89900,0.0,179800,0.594
2025-01-26,2025-01,PED-100531,CLI-00851,Colombia,Bogotá,Instagram Ads,PSE,GRA-003,Granola Fudge Cake,GranOLAs,1,37950,0.1,34155,0.615
2025-01-26,2025-01,PED-100532,CLI-03723,Colombia,Cali,Email/WhatsApp,PSE,PAN-003,Mix Waffle Churro,Pancakes & Waffles,3,41690,0.0,125070,0.614
2025-01-26,2025-01,PED-100533,CLI-03260,Colombia,Medellín,Orgánico/SEO,Contraentrega,PAN-004,Mix Pancake Banana,Pancakes & Waffles,2,32890,0.0,65780,0.617
2025-01-26,2025-01,PED-100534,CLI-02247,Colombia,Bucaramanga,Email/WhatsApp,Tarjeta débito,AVE-002,Harina de Avena,Avena & Harinas,3,31350,0.0,94050,0.636
2025-01-26,2025-01,PED-100534,CLI-02247,Colombia,Bucaramanga,Email/WhatsApp,Tarjeta débito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,1,41690,0.0,41690,0.619
2025-01-27,2025-01,PED-100535,CLI-02268,Colombia,Cali,Instagram Ads,Contraentrega,PAN-003,Mix Waffle Churro,Pancakes & Waffles,3,41690,0.0,125070,0.614
2025-01-27,2025-01,PED-100536,CLI-04524,Colombia,Bogotá,Referidos,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,2,37950,0.0,75900,0.626
2025-01-27,2025-01,PED-100536,CLI-04524,Colombia,Bogotá,Referidos,Tarjeta crédito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,3,41690,0.0,125070,0.607
2025-01-27,2025-01,PED-100537,CLI-01996,Colombia,Barranquilla,Referidos,PayPal,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,3,41690,0.0,125070,0.607
2025-01-27,2025-01,PED-100538,CLI-01294,Colombia,Bucaramanga,Email/WhatsApp,Tarjeta crédito,COM-002,Combo Sin Gluten Starter,Combos,3,119900,0.0,359700,0.598
2025-01-27,2025-01,PED-100539,CLI-04281,Colombia,Barranquilla,TikTok Ads,Tarjeta crédito,GRA-002,Granola Chip Cookie,GranOLAs,2,37950,0.0,75900,0.621
2025-01-27,2025-01,PED-100540,CLI-05006,Colombia,Pereira,Email/WhatsApp,PSE,GRA-002,Granola Chip Cookie,GranOLAs,1,37950,0.0,37950,0.621
2025-01-27,2025-01,PED-100541,CLI-00364,Colombia,Barranquilla,Google Ads,Contraentrega,ESP-002,Crema Maní Banana,Esparcibles,3,48590,0.0,145770,0.597
2025-01-27,2025-01,PED-100542,CLI-01011,Colombia,Pereira,Orgánico/SEO,PSE,GRA-001,Granola Vainilla Shortbread,GranOLAs,2,37950,0.0,75900,0.626
2025-01-27,2025-01,PED-100543,CLI-03641,Colombia,Medellín,TikTok Ads,Tarjeta crédito,COM-001,Combo Desayuno Saludable,Combos,1,89900,0.0,89900,0.594
2025-01-27,2025-01,PED-100544,CLI-00342,Colombia,Bucaramanga,Instagram Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,2,48590,0.05,92321,0.584
2025-01-27,2025-01,PED-100545,CLI-01968,Colombia,Cali,TikTok Ads,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,2,37950,0.05,72105,0.626
2025-01-27,2025-01,PED-100545,CLI-01968,Colombia,Cali,TikTok Ads,Tarjeta crédito,COM-002,Combo Sin Gluten Starter,Combos,3,119900,0.05,341715,0.598
2025-01-27,2025-01,PED-100546,CLI-04116,Colombia,Medellín,Google Ads,Tarjeta crédito,MER-002,Tote Bag Paranice,Merch,3,28000,0.0,84000,0.589
2025-01-27,2025-01,PED-100547,CLI-04482,Colombia,Medellín,Referidos,Tarjeta crédito,COM-002,Combo Sin Gluten Starter,Combos,1,119900,0.05,113905,0.598
2025-01-27,2025-01,PED-100547,CLI-04482,Colombia,Medellín,Referidos,Tarjeta crédito,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,3,32890,0.05,93736,0.611
2025-01-27,2025-01,PED-100548,CLI-04343,Colombia,Barranquilla,Google Ads,Tarjeta débito,AVE-002,Harina de Avena,Avena & Harinas,1,31350,0.0,31350,0.636
2025-01-27,2025-01,PED-100549,CLI-03757,Colombia,Bogotá,Email/WhatsApp,Tarjeta crédito,GRA-003,Granola Fudge Cake,GranOLAs,2,37950,0.0,75900,0.615
2025-01-27,2025-01,PED-100550,CLI-00740,Colombia,Pereira,Instagram Ads,PayPal,GRA-002,Granola Chip Cookie,GranOLAs,1,37950,0.0,37950,0.621
2025-01-27,2025-01,PED-100551,CLI-03874,Colombia,Bucaramanga,TikTok Ads,PSE,ESP-002,Crema Maní Banana,Esparcibles,2,48590,0.0,97180,0.597
2025-01-27,2025-01,PED-100551,CLI-03874,Colombia,Bucaramanga,TikTok Ads,PSE,GRA-002,Granola Chip Cookie,GranOLAs,3,37950,0.0,113850,0.621
2025-01-27,2025-01,PED-100552,CLI-01234,Colombia,Medellín,Orgánico/SEO,PSE,COM-002,Combo Sin Gluten Starter,Combos,1,119900,0.0,119900,0.598
2025-01-27,2025-01,PED-100552,CLI-01234,Colombia,Medellín,Orgánico/SEO,PSE,AVE-002,Harina de Avena,Avena & Harinas,3,31350,0.0,94050,0.636
2025-01-27,2025-01,PED-100553,CLI-00569,Colombia,Bogotá,Referidos,Tarjeta crédito,MER-001,Termo Paranice,Merch,1,45000,0.0,45000,0.533
2025-01-27,2025-01,PED-100554,CLI-00154,Colombia,Cali,Instagram Ads,Tarjeta crédito,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,3,32890,0.0,98670,0.611
2025-01-27,2025-01,PED-100555,CLI-03933,Colombia,Bogotá,Google Ads,PSE,AVE-002,Harina de Avena,Avena & Harinas,1,31350,0.0,31350,0.636
2025-01-27,2025-01,PED-100556,CLI-02840,Colombia,Bucaramanga,TikTok Ads,Tarjeta débito,MER-002,Tote Bag Paranice,Merch,1,28000,0.0,28000,0.589
2025-01-27,2025-01,PED-100557,CLI-05003,Colombia,Pereira,Instagram Ads,Tarjeta crédito,AVE-003,Hojuelas de Avena,Avena & Harinas,2,31350,0.0,62700,0.649
2025-01-27,2025-01,PED-100558,CLI-02428,Colombia,Bucaramanga,Instagram Ads,Tarjeta débito,AVE-001,Harina de Almendra,Avena & Harinas,2,34650,0.0,69300,0.561
2025-01-27,2025-01,PED-100559,CLI-04521,Colombia,Bogotá,Email/WhatsApp,Tarjeta débito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,2,41690,0.0,83380,0.619
2025-01-28,2025-01,PED-100560,CLI-02519,Colombia,Medellín,Instagram Ads,Tarjeta crédito,MER-001,Termo Paranice,Merch,3,45000,0.05,128250,0.533
2025-01-28,2025-01,PED-100560,CLI-02519,Colombia,Medellín,Instagram Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,2,48590,0.05,92321,0.584
2025-01-28,2025-01,PED-100560,CLI-02519,Colombia,Medellín,Instagram Ads,Tarjeta crédito,AVE-002,Harina de Avena,Avena & Harinas,3,31350,0.05,89348,0.636
2025-01-28,2025-01,PED-100561,CLI-02564,Colombia,Pereira,TikTok Ads,Contraentrega,COM-001,Combo Desayuno Saludable,Combos,2,89900,0.0,179800,0.594
2025-01-28,2025-01,PED-100562,CLI-00231,Colombia,Cali,Email/WhatsApp,Tarjeta débito,PAN-003,Mix Waffle Churro,Pancakes & Waffles,1,41690,0.0,41690,0.614
2025-01-28,2025-01,PED-100563,CLI-03675,Colombia,Barranquilla,Orgánico/SEO,Tarjeta crédito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,2,41690,0.0,83380,0.607
2025-01-28,2025-01,PED-100564,CLI-03487,Colombia,Medellín,Instagram Ads,Tarjeta débito,AVE-003,Hojuelas de Avena,Avena & Harinas,3,31350,0.0,94050,0.649
2025-01-28,2025-01,PED-100565,CLI-00231,Colombia,Cali,Email/WhatsApp,PSE,AVE-003,Hojuelas de Avena,Avena & Harinas,1,31350,0.0,31350,0.649
2025-01-28,2025-01,PED-100566,CLI-04318,Colombia,Bucaramanga,TikTok Ads,Tarjeta crédito,COM-001,Combo Desayuno Saludable,Combos,2,89900,0.0,179800,0.594
2025-01-28,2025-01,PED-100567,CLI-04553,Colombia,Medellín,Google Ads,Contraentrega,GRA-003,Granola Fudge Cake,GranOLAs,1,37950,0.0,37950,0.615
2025-01-28,2025-01,PED-100567,CLI-04553,Colombia,Medellín,Google Ads,Contraentrega,GRA-002,Granola Chip Cookie,GranOLAs,1,37950,0.0,37950,0.621
2025-01-28,2025-01,PED-100568,CLI-00958,Colombia,Cali,Email/WhatsApp,PSE,MER-001,Termo Paranice,Merch,3,45000,0.0,135000,0.533
2025-01-28,2025-01,PED-100569,CLI-02153,Colombia,Bucaramanga,Instagram Ads,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,1,37950,0.0,37950,0.626
2025-01-28,2025-01,PED-100570,CLI-01803,Colombia,Cali,Instagram Ads,Contraentrega,GRA-003,Granola Fudge Cake,GranOLAs,3,37950,0.0,113850,0.615
2025-01-28,2025-01,PED-100571,CLI-04220,Colombia,Bogotá,Instagram Ads,Tarjeta crédito,AVE-003,Hojuelas de Avena,Avena & Harinas,2,31350,0.05,59565,0.649
2025-01-28,2025-01,PED-100572,CLI-01827,Colombia,Cali,Referidos,Tarjeta crédito,AVE-002,Harina de Avena,Avena & Harinas,3,31350,0.0,94050,0.636
2025-01-28,2025-01,PED-100573,CLI-04739,Colombia,Barranquilla,Orgánico/SEO,PSE,GRA-001,Granola Vainilla Shortbread,GranOLAs,3,37950,0.15,96772,0.626
2025-01-28,2025-01,PED-100573,CLI-04739,Colombia,Barranquilla,Orgánico/SEO,PSE,GRA-003,Granola Fudge Cake,GranOLAs,1,37950,0.15,32258,0.615
2025-01-28,2025-01,PED-100574,CLI-03810,Colombia,Pereira,TikTok Ads,Tarjeta crédito,AVE-003,Hojuelas de Avena,Avena & Harinas,2,31350,0.0,62700,0.649
2025-01-28,2025-01,PED-100575,CLI-02309,Colombia,Cali,Orgánico/SEO,Tarjeta débito,GRA-001,Granola Vainilla Shortbread,GranOLAs,1,37950,0.1,34155,0.626
2025-01-28,2025-01,PED-100576,CLI-00297,Colombia,Medellín,Google Ads,Contraentrega,MER-001,Termo Paranice,Merch,2,45000,0.1,81000,0.533
2025-01-29,2025-01,PED-100577,CLI-03377,Colombia,Medellín,Referidos,Tarjeta débito,COM-002,Combo Sin Gluten Starter,Combos,2,119900,0.0,239800,0.598
2025-01-29,2025-01,PED-100577,CLI-03377,Colombia,Medellín,Referidos,Tarjeta débito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,2,48590,0.0,97180,0.584
2025-01-29,2025-01,PED-100577,CLI-03377,Colombia,Medellín,Referidos,Tarjeta débito,COM-001,Combo Desayuno Saludable,Combos,3,89900,0.0,269700,0.594
2025-01-29,2025-01,PED-100578,CLI-01836,Colombia,Pereira,Instagram Ads,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,3,37950,0.1,102465,0.626
2025-01-29,2025-01,PED-100579,CLI-03459,Colombia,Bogotá,Instagram Ads,Tarjeta crédito,ESP-002,Crema Maní Banana,Esparcibles,2,48590,0.0,97180,0.597
2025-01-29,2025-01,PED-100580,CLI-01508,Colombia,Barranquilla,Instagram Ads,Tarjeta crédito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,1,41690,0.0,41690,0.619
2025-01-29,2025-01,PED-100581,CLI-00082,Colombia,Barranquilla,Email/WhatsApp,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,2,37950,0.0,75900,0.626
2025-01-29,2025-01,PED-100582,CLI-02907,Colombia,Cali,Google Ads,Tarjeta crédito,GRA-003,Granola Fudge Cake,GranOLAs,2,37950,0.0,75900,0.615
2025-01-29,2025-01,PED-100582,CLI-02907,Colombia,Cali,Google Ads,Tarjeta crédito,AVE-001,Harina de Almendra,Avena & Harinas,2,34650,0.0,69300,0.561
2025-01-29,2025-01,PED-100583,CLI-00435,Colombia,Cali,Orgánico/SEO,Contraentrega,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,1,41690,0.0,41690,0.607
2025-01-29,2025-01,PED-100584,CLI-03510,Colombia,Pereira,Email/WhatsApp,PSE,PAN-004,Mix Pancake Banana,Pancakes & Waffles,1,32890,0.0,32890,0.617
2025-01-29,2025-01,PED-100585,CLI-00238,Colombia,Bucaramanga,Instagram Ads,Contraentrega,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,1,48590,0.0,48590,0.59
2025-01-29,2025-01,PED-100586,CLI-04819,Colombia,Cali,TikTok Ads,Tarjeta crédito,GRA-002,Granola Chip Cookie,GranOLAs,3,37950,0.0,113850,0.621
2025-01-29,2025-01,PED-100587,CLI-00911,Colombia,Barranquilla,Google Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,3,48590,0.0,145770,0.584
2025-01-29,2025-01,PED-100588,CLI-01896,Colombia,Bucaramanga,TikTok Ads,Tarjeta crédito,MER-001,Termo Paranice,Merch,1,45000,0.0,45000,0.533
2025-01-29,2025-01,PED-100589,CLI-04526,Colombia,Barranquilla,Google Ads,Tarjeta crédito,MER-002,Tote Bag Paranice,Merch,3,28000,0.0,84000,0.589
2025-01-29,2025-01,PED-100590,CLI-01348,Colombia,Barranquilla,Referidos,PSE,COM-002,Combo Sin Gluten Starter,Combos,1,119900,0.0,119900,0.598
2025-01-29,2025-01,PED-100591,CLI-02890,Colombia,Bogotá,Email/WhatsApp,Tarjeta débito,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,3,32890,0.0,98670,0.611
2025-01-29,2025-01,PED-100592,CLI-04500,Colombia,Barranquilla,TikTok Ads,Tarjeta crédito,MER-002,Tote Bag Paranice,Merch,1,28000,0.0,28000,0.589
2025-01-29,2025-01,PED-100593,CLI-00910,Colombia,Bucaramanga,Orgánico/SEO,Tarjeta crédito,ESP-002,Crema Maní Banana,Esparcibles,3,48590,0.0,145770,0.597
2025-01-29,2025-01,PED-100593,CLI-00910,Colombia,Bucaramanga,Orgánico/SEO,Tarjeta crédito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,3,41690,0.0,125070,0.619
2025-01-29,2025-01,PED-100594,CLI-01502,Colombia,Bogotá,Instagram Ads,PayPal,ESP-002,Crema Maní Banana,Esparcibles,2,48590,0.05,92321,0.597
2025-01-29,2025-01,PED-100594,CLI-01502,Colombia,Bogotá,Instagram Ads,PayPal,COM-001,Combo Desayuno Saludable,Combos,3,89900,0.05,256215,0.594
2025-01-29,2025-01,PED-100595,CLI-03225,Colombia,Pereira,Instagram Ads,PayPal,AVE-002,Harina de Avena,Avena & Harinas,3,31350,0.0,94050,0.636
2025-01-29,2025-01,PED-100596,CLI-02303,Colombia,Bucaramanga,TikTok Ads,Tarjeta débito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,3,41690,0.0,125070,0.619
2025-01-30,2025-01,PED-100597,CLI-02280,Colombia,Medellín,Referidos,Contraentrega,MER-001,Termo Paranice,Merch,2,45000,0.0,90000,0.533
2025-01-30,2025-01,PED-100598,CLI-04156,Colombia,Cali,Orgánico/SEO,Tarjeta crédito,AVE-001,Harina de Almendra,Avena & Harinas,3,34650,0.0,103950,0.561
2025-01-30,2025-01,PED-100598,CLI-04156,Colombia,Cali,Orgánico/SEO,Tarjeta crédito,MER-001,Termo Paranice,Merch,3,45000,0.0,135000,0.533
2025-01-30,2025-01,PED-100599,CLI-03696,Colombia,Cali,Instagram Ads,Tarjeta crédito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,2,41690,0.0,83380,0.607
2025-01-30,2025-01,PED-100599,CLI-03696,Colombia,Cali,Instagram Ads,Tarjeta crédito,AVE-003,Hojuelas de Avena,Avena & Harinas,1,31350,0.0,31350,0.649
2025-01-30,2025-01,PED-100599,CLI-03696,Colombia,Cali,Instagram Ads,Tarjeta crédito,COM-002,Combo Sin Gluten Starter,Combos,1,119900,0.0,119900,0.598
2025-01-30,2025-01,PED-100600,CLI-04216,Colombia,Pereira,Instagram Ads,PSE,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,2,32890,0.0,65780,0.611
2025-01-30,2025-01,PED-100601,CLI-00344,Colombia,Bucaramanga,Instagram Ads,Tarjeta crédito,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,1,48590,0.0,48590,0.59
2025-01-30,2025-01,PED-100602,CLI-01540,Colombia,Cali,Email/WhatsApp,PayPal,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,2,32890,0.05,62491,0.611
2025-01-30,2025-01,PED-100602,CLI-01540,Colombia,Cali,Email/WhatsApp,PayPal,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,1,48590,0.05,46160,0.59
2025-01-30,2025-01,PED-100602,CLI-01540,Colombia,Cali,Email/WhatsApp,PayPal,GRA-001,Granola Vainilla Shortbread,GranOLAs,3,37950,0.05,108158,0.626
2025-01-30,2025-01,PED-100603,CLI-02742,Colombia,Cali,Google Ads,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,3,37950,0.0,113850,0.626
2025-01-30,2025-01,PED-100604,CLI-01310,Colombia,Barranquilla,Email/WhatsApp,Tarjeta crédito,GRA-002,Granola Chip Cookie,GranOLAs,3,37950,0.0,113850,0.621
2025-01-30,2025-01,PED-100605,CLI-04824,Colombia,Cali,Referidos,Tarjeta débito,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,1,32890,0.0,32890,0.611
2025-01-30,2025-01,PED-100606,CLI-01887,Colombia,Medellín,TikTok Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,2,48590,0.0,97180,0.584
2025-01-30,2025-01,PED-100607,CLI-00003,Colombia,Cali,Email/WhatsApp,Contraentrega,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,3,41690,0.0,125070,0.607
2025-01-30,2025-01,PED-100608,CLI-03911,Colombia,Pereira,Instagram Ads,PSE,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,1,48590,0.0,48590,0.59
2025-01-30,2025-01,PED-100609,CLI-04521,Colombia,Bogotá,Google Ads,Contraentrega,ESP-002,Crema Maní Banana,Esparcibles,2,48590,0.0,97180,0.597
2025-01-30,2025-01,PED-100610,CLI-00536,Colombia,Barranquilla,Google Ads,PayPal,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,2,48590,0.0,97180,0.59
2025-01-30,2025-01,PED-100611,CLI-01115,Colombia,Bogotá,Referidos,Tarjeta débito,GRA-002,Granola Chip Cookie,GranOLAs,1,37950,0.1,34155,0.621
2025-01-30,2025-01,PED-100612,CLI-05008,Colombia,Barranquilla,TikTok Ads,Tarjeta crédito,AVE-001,Harina de Almendra,Avena & Harinas,2,34650,0.0,69300,0.561
2025-01-30,2025-01,PED-100613,CLI-04087,Colombia,Medellín,Instagram Ads,Tarjeta crédito,PAN-001,Mix Pancake Vainilla,Pancakes & Waffles,3,41690,0.1,112563,0.619
2025-01-30,2025-01,PED-100614,CLI-02485,Colombia,Medellín,Google Ads,Tarjeta débito,ESP-003,Crema Cacao Avellana Clásica,Esparcibles,1,48590,0.1,43731,0.59
2025-01-30,2025-01,PED-100615,CLI-03468,Colombia,Bogotá,Instagram Ads,Tarjeta crédito,GRA-001,Granola Vainilla Shortbread,GranOLAs,1,37950,0.05,36052,0.626
2025-01-30,2025-01,PED-100615,CLI-03468,Colombia,Bogotá,Instagram Ads,Tarjeta crédito,GRA-003,Granola Fudge Cake,GranOLAs,1,37950,0.05,36052,0.615
2025-01-30,2025-01,PED-100616,CLI-01276,Colombia,Bogotá,Google Ads,PSE,MER-002,Tote Bag Paranice,Merch,2,28000,0.05,53200,0.589
2025-01-30,2025-01,PED-100617,CLI-00853,Colombia,Medellín,Instagram Ads,Contraentrega,PAN-004,Mix Pancake Banana,Pancakes & Waffles,1,32890,0.0,32890,0.617
2025-01-30,2025-01,PED-100618,CLI-02340,Colombia,Bucaramanga,Instagram Ads,Contraentrega,GRA-002,Granola Chip Cookie,GranOLAs,3,37950,0.05,108158,0.621
2025-01-30,2025-01,PED-100619,CLI-00003,Colombia,Cali,Google Ads,Tarjeta crédito,AVE-001,Harina de Almendra,Avena & Harinas,1,34650,0.0,34650,0.561
2025-01-30,2025-01,PED-100620,CLI-02043,Colombia,Barranquilla,Referidos,Tarjeta crédito,MER-001,Termo Paranice,Merch,1,45000,0.0,45000,0.533
2025-01-30,2025-01,PED-100621,CLI-04256,Colombia,Barranquilla,TikTok Ads,Tarjeta crédito,PAN-005,Mix Pancake Brownie,Pancakes & Waffles,2,32890,0.0,65780,0.611
2025-01-31,2025-01,PED-100622,CLI-04486,Colombia,Bucaramanga,Orgánico/SEO,Tarjeta débito,ESP-002,Crema Maní Banana,Esparcibles,1,48590,0.0,48590,0.597
2025-01-31,2025-01,PED-100623,CLI-05132,Colombia,Bogotá,Google Ads,PSE,PAN-003,Mix Waffle Churro,Pancakes & Waffles,3,41690,0.0,125070,0.614
2025-01-31,2025-01,PED-100623,CLI-05132,Colombia,Bogotá,Google Ads,PSE,COM-001,Combo Desayuno Saludable,Combos,3,89900,0.0,269700,0.594
2025-01-31,2025-01,PED-100624,CLI-01436,Colombia,Cali,Email/WhatsApp,PSE,AVE-003,Hojuelas de Avena,Avena & Harinas,3,31350,0.0,94050,0.649
2025-01-31,2025-01,PED-100625,CLI-02567,Colombia,Bucaramanga,Google Ads,PayPal,GRA-003,Granola Fudge Cake,GranOLAs,2,37950,0.0,75900,0.615
2025-01-31,2025-01,PED-100626,CLI-04030,Colombia,Barranquilla,Google Ads,Tarjeta débito,MER-002,Tote Bag Paranice,Merch,2,28000,0.0,56000,0.589
2025-01-31,2025-01,PED-100627,CLI-01289,Colombia,Bogotá,Referidos,PSE,MER-002,Tote Bag Paranice,Merch,3,28000,0.0,84000,0.589
2025-01-31,2025-01,PED-100628,CLI-04896,Colombia,Medellín,Google Ads,Tarjeta crédito,ESP-004,Crema Cacao Avellana Blanca,Esparcibles,1,48590,0.05,46160,0.584
2025-01-31,2025-01,PED-100629,CLI-00466,Colombia,Medellín,Referidos,Tarjeta débito,PAN-002,Mix Pancake Chocolate Chips,Pancakes & Waffles,2,41690,0.05,79211,0.607
