envio_id,pedido_id,fecha_pedido,fecha_entrega_prometida,fecha_entrega_real,dias_transito,pais_destino,ciudad_destino,transportadora,estado,entregado_a_tiempo,costo_envio_cop,valor_pedido_cop
ENV-101655,PED-101655,2025-04-03,2025-04-07,2025-04-07,4,Costa Rica,San José,Correos de Costa Rica,Entregado,True,23395,89900
ENV-101656,PED-101656,2025-04-03,2025-04-05,2025-04-05,2,Colombia,Cali,Servientrega,Entregado,True,11866,37950
ENV-101657,PED-101657,2025-04-03,2025-04-05,2025-04-08,5,Colombia,Pereira,Coordinadora,Entregado,False,10496,190500
ENV-101658,PED-101658,2025-04-03,2025-04-05,2025-04-05,2,Colombia,Medellín,Servientrega,Entregado,True,11635,118816
ENV-101659,PED-101659,2025-04-03,2025-04-07,2025-04-07,4,Colombia,Bogotá,Coordinadora,Entregado,True,12512,56000
ENV-101660,PED-101660,2025-04-03,2025-04-06,2025-04-06,3,Colombia,Cali,Coordinadora,Entregado,True,10044,419700
ENV-101661,PED-101661,2025-04-03,2025-04-05,2025-04-05,2,Colombia,Bucaramanga,Servientrega,Entregado,True,14162,125070
ENV-101662,PED-101662,2025-04-03,2025-04-07,2025-04-09,6,Colombia,Barranquilla,Coordinadora,Entregado,False,13939,53975
ENV-101663,PED-101663,2025-04-03,2025-04-06,2025-04-06,3,Colombia,Pereira,Servientrega,Entregado,True,9681,62700
ENV-101664,PED-101664,2025-04-03,2025-04-09,2025-04-09,6,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,20269,65835
ENV-101665,PED-101665,2025-04-03,2025-04-08,2025-04-08,5,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,18119,48590
ENV-101666,PED-101666,2025-04-03,2025-04-07,2025-04-07,4,Costa Rica,San José,Correos de Costa Rica,Entregado,True,31798,131193
ENV-101667,PED-101667,2025-04-03,2025-04-06,2025-04-06,3,Colombia,Barranquilla,Servientrega,Entregado,True,15559,269700
ENV-101668,PED-101668,2025-04-03,2025-04-07,2025-04-07,4,Costa Rica,San José,Correos de Costa Rica,Entregado,True,29255,63500
ENV-101669,PED-101669,2025-04-03,2025-04-06,2025-04-06,3,Colombia,Barranquilla,Servientrega,Entregado,True,11737,269700
ENV-101670,PED-101670,2025-04-03,2025-04-08,2025-04-08,5,Costa Rica,Alajuela,EPS Cargo,Entregado,True,28267,34650
ENV-101671,PED-101671,2025-04-03,2025-04-09,2025-04-09,6,Costa Rica,Cartago,EPS Cargo,Entregado,True,21889,89900
ENV-101672,PED-101672,2025-04-03,2025-04-07,2025-04-07,4,Costa Rica,San José,Correos de Costa Rica,Entregado,True,30082,125070
ENV-101673,PED-101673,2025-04-03,2025-04-06,2025-04-06,3,Colombia,Pereira,TCC,Entregado,True,12660,114750
ENV-101674,PED-101674,2025-04-03,2025-04-08,2025-04-08,5,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,30438,48590
ENV-101675,PED-101675,2025-04-03,2025-04-07,2025-04-07,4,Colombia,Bucaramanga,TCC,Entregado,True,10780,84000
ENV-101676,PED-101676,2025-04-03,2025-04-07,2025-04-07,4,Colombia,Barranquilla,Coordinadora,Entregado,True,14626,239800
ENV-101677,PED-101677,2025-04-03,2025-04-05,2025-04-05,2,Colombia,Pereira,TCC,Entregado,True,9902,170810
ENV-101678,PED-101678,2025-04-03,2025-04-09,2025-04-09,6,Costa Rica,San José,EPS Cargo,Entregado,True,19328,227810
ENV-101679,PED-101679,2025-04-03,2025-04-07,2025-04-07,4,Colombia,Barranquilla,Servientrega,Entregado,True,13906,41690
ENV-101680,PED-101680,2025-04-03,2025-04-08,2025-04-11,8,Costa Rica,Heredia,Correos de Costa Rica,Entregado,False,21244,69300
ENV-101681,PED-101681,2025-04-04,2025-04-07,2025-04-07,3,Colombia,Bogotá,Servientrega,Entregado,True,13606,48590
ENV-101682,PED-101682,2025-04-04,2025-04-06,2025-04-06,2,Colombia,Cali,Coordinadora,Entregado,True,9961,98670
ENV-101683,PED-101683,2025-04-04,2025-04-07,2025-04-07,3,Colombia,Medellín,TCC,Entregado,True,13170,125070
ENV-101684,PED-101684,2025-04-04,2025-04-07,2025-04-07,3,Colombia,Medellín,TCC,Entregado,True,15876,65780
ENV-101685,PED-101685,2025-04-04,2025-04-10,2025-04-10,6,Costa Rica,Cartago,EPS Cargo,Entregado,True,30972,44950
ENV-101686,PED-101686,2025-04-04,2025-04-07,2025-04-07,3,Colombia,Bucaramanga,TCC,Entregado,True,13066,127000
ENV-101687,PED-101687,2025-04-04,2025-04-08,2025-04-08,4,Colombia,Medellín,TCC,Entregado,True,15733,82603
ENV-101688,PED-101688,2025-04-04,2025-04-09,2025-04-09,5,Costa Rica,Cartago,EPS Cargo,Entregado,True,21994,83380
ENV-101689,PED-101689,2025-04-04,2025-04-06,2025-04-06,2,Colombia,Bucaramanga,Coordinadora,Entregado,True,9481,37950
ENV-101690,PED-101690,2025-04-04,2025-04-07,2025-04-07,3,Colombia,Medellín,Coordinadora,Entregado,True,12826,40455
ENV-101691,PED-101691,2025-04-04,2025-04-06,2025-04-06,2,Colombia,Bucaramanga,TCC,Entregado,True,11137,113850
ENV-101692,PED-101692,2025-04-04,2025-04-07,2025-04-07,3,Colombia,Medellín,Coordinadora,Entregado,True,9207,125070
ENV-101693,PED-101693,2025-04-04,2025-04-07,2025-04-09,5,Colombia,Bucaramanga,Servientrega,Entregado,False,11123,190500
ENV-101694,PED-101694,2025-04-04,2025-04-06,2025-04-06,2,Colombia,Pereira,TCC,Entregado,True,14546,227810
ENV-101695,PED-101695,2025-04-04,2025-04-10,2025-04-10,6,Costa Rica,Cartago,EPS Cargo,Entregado,True,20162,37950
ENV-101696,PED-101696,2025-04-04,2025-04-06,2025-04-06,2,Colombia,Cali,TCC,Entregado,True,13165,113850
ENV-101697,PED-101697,2025-04-04,2025-04-08,2025-04-08,4,Colombia,Cali,TCC,Entregado,True,15310,41690
ENV-101698,PED-101698,2025-04-04,2025-04-06,2025-04-06,2,Colombia,Pereira,TCC,Entregado,True,11354,113850
ENV-101699,PED-101699,2025-04-05,2025-04-09,2025-04-09,4,Colombia,Cali,TCC,Entregado,True,11177,48590
ENV-101700,PED-101700,2025-04-05,2025-04-09,2025-04-09,4,Colombia,Pereira,Coordinadora,Entregado,True,15942,63500
ENV-101701,PED-101701,2025-04-05,2025-04-08,2025-04-08,3,Colombia,Bucaramanga,TCC,Entregado,True,13198,359700
ENV-101702,PED-101702,2025-04-05,2025-04-10,2025-04-14,9,Costa Rica,Heredia,Correos de Costa Rica,Entregado,False,28283,41690
ENV-101703,PED-101703,2025-04-05,2025-04-07,2025-04-07,2,Colombia,Medellín,TCC,Entregado,True,14758,48590
ENV-101704,PED-101704,2025-04-05,2025-04-11,2025-04-16,11,Costa Rica,Heredia,EPS Cargo,Entregado,False,31648,94050
ENV-101705,PED-101705,2025-04-05,2025-04-09,2025-04-09,4,Colombia,Medellín,Servientrega,Entregado,True,9504,65780
ENV-101706,PED-101706,2025-04-05,2025-04-09,2025-04-09,4,Colombia,Medellín,TCC,Entregado,True,11538,48590
ENV-101707,PED-101707,2025-04-05,2025-04-11,2025-04-11,6,Costa Rica,Cartago,EPS Cargo,Entregado,True,29147,113905
ENV-101708,PED-101708,2025-04-05,2025-04-07,2025-04-07,2,Colombia,Medellín,TCC,Entregado,True,12661,43731
ENV-101709,PED-101709,2025-04-05,2025-04-07,2025-04-07,2,Colombia,Cali,Servientrega,Entregado,True,13484,41690
ENV-101710,PED-101710,2025-04-05,2025-04-09,2025-04-09,4,Colombia,Medellín,Coordinadora,Entregado,True,13867,41690
ENV-101711,PED-101711,2025-04-05,2025-04-07,2025-04-07,2,Colombia,Pereira,Servientrega,Entregado,True,15119,102465
ENV-101712,PED-101712,2025-04-05,2025-04-09,2025-04-09,4,Colombia,Pereira,Coordinadora,Entregado,True,9099,62700
ENV-101713,PED-101713,2025-04-05,2025-04-07,2025-04-07,2,Colombia,Medellín,TCC,Entregado,True,11188,75900
ENV-101714,PED-101714,2025-04-05,2025-04-07,2025-04-07,2,Colombia,Pereira,TCC,Entregado,True,13512,125070
ENV-101715,PED-101715,2025-04-05,2025-04-07,2025-04-07,2,Colombia,Pereira,Coordinadora,Entregado,True,15067,89900
ENV-101716,PED-101716,2025-04-05,2025-04-08,2025-04-08,3,Colombia,Bucaramanga,TCC,Entregado,True,12688,83380
ENV-101717,PED-101717,2025-04-05,2025-04-11,2025-04-11,6,Costa Rica,San José,EPS Cargo,Entregado,True,22896,135000
ENV-101718,PED-101718,2025-04-05,2025-04-07,2025-04-07,2,Colombia,Bucaramanga,Coordinadora,Entregado,True,14142,113850
ENV-101719,PED-101719,2025-04-05,2025-04-08,2025-04-10,5,Colombia,Barranquilla,Coordinadora,Entregado,False,14638,98670
ENV-101720,PED-101720,2025-04-06,2025-04-08,2025-04-08,2,Colombia,Cali,Coordinadora,Entregado,True,12444,145770
ENV-101721,PED-101721,2025-04-06,2025-04-11,2025-04-11,5,Costa Rica,Cartago,EPS Cargo,Entregado,True,23687,94050
ENV-101722,PED-101722,2025-04-06,2025-04-08,2025-04-08,2,Colombia,Cali,TCC,Entregado,True,10228,145770
ENV-101723,PED-101723,2025-04-06,2025-04-09,2025-04-09,3,Colombia,Bogotá,Servientrega,Entregado,True,9918,28000
ENV-101724,PED-101724,2025-04-06,2025-04-09,2025-04-09,3,Colombia,Medellín,Servientrega,Entregado,True,12806,125070
ENV-101725,PED-101725,2025-04-06,2025-04-09,2025-04-09,3,Colombia,Pereira,Coordinadora,Entregado,True,13277,48590
ENV-101726,PED-101726,2025-04-06,2025-04-10,2025-04-10,4,Colombia,Bogotá,Servientrega,Entregado,True,9584,34650
ENV-101727,PED-101727,2025-04-06,2025-04-11,2025-04-11,5,Costa Rica,Heredia,EPS Cargo,Entregado,True,30975,97180
ENV-101728,PED-101728,2025-04-06,2025-04-10,2025-04-10,4,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,23359,359700
ENV-101729,PED-101729,2025-04-06,2025-04-10,2025-04-15,9,Colombia,Bucaramanga,Servientrega,Entregado,False,13960,37521
ENV-101730,PED-101730,2025-04-06,2025-04-11,2025-04-11,5,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,26299,31350
ENV-101731,PED-101731,2025-04-06,2025-04-09,2025-04-09,3,Colombia,Barranquilla,Coordinadora,Entregado,True,9825,85405
ENV-101732,PED-101732,2025-04-06,2025-04-10,2025-04-10,4,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,19348,87462
ENV-101733,PED-101733,2025-04-06,2025-04-09,2025-04-09,3,Colombia,Cali,Servientrega,Entregado,True,13081,59202
ENV-101734,PED-101734,2025-04-06,2025-04-09,2025-04-09,3,Colombia,Cali,TCC,Entregado,True,13793,32890
ENV-101735,PED-101735,2025-04-06,2025-04-10,2025-04-10,4,Colombia,Pereira,Servientrega,Entregado,True,12270,62700
ENV-101736,PED-101736,2025-04-06,2025-04-08,2025-04-08,2,Colombia,Barranquilla,Servientrega,Entregado,True,13002,83380
ENV-101737,PED-101737,2025-04-06,2025-04-10,2025-04-10,4,Colombia,Medellín,Servientrega,Entregado,True,15547,32890
ENV-101738,PED-101738,2025-04-06,2025-04-08,2025-04-08,2,Colombia,Bogotá,Servientrega,Entregado,True,15448,62700
ENV-101739,PED-101739,2025-04-06,2025-04-08,2025-04-08,2,Colombia,Bucaramanga,Servientrega,Entregado,True,11697,31350
ENV-101740,PED-101740,2025-04-06,2025-04-10,2025-04-10,4,Colombia,Barranquilla,Coordinadora,Entregado,True,11731,94050
ENV-101741,PED-101741,2025-04-06,2025-04-09,2025-04-09,3,Colombia,Medellín,Coordinadora,Entregado,True,15676,127000
ENV-101742,PED-101742,2025-04-06,2025-04-10,2025-04-14,8,Colombia,Barranquilla,Servientrega,Entregado,False,11943,94050
ENV-101743,PED-101743,2025-04-07,2025-04-11,2025-04-11,4,Colombia,Pereira,Coordinadora,Entregado,True,12126,113850
ENV-101744,PED-101744,2025-04-07,2025-04-09,2025-04-09,2,Colombia,Medellín,TCC,Entregado,True,12346,242730
ENV-101745,PED-101745,2025-04-07,2025-04-11,2025-04-11,4,Colombia,Bogotá,Servientrega,Entregado,True,15820,63500
ENV-101746,PED-101746,2025-04-07,2025-04-11,2025-04-11,4,Colombia,Medellín,Coordinadora,Entregado,True,10224,48590
ENV-101747,PED-101747,2025-04-07,2025-04-10,2025-04-11,4,Colombia,Pereira,TCC,Entregado,False,14260,83380
ENV-101748,PED-101748,2025-04-07,2025-04-12,2025-04-12,5,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,27787,269700
ENV-101749,PED-101749,2025-04-07,2025-04-09,2025-04-09,2,Colombia,Bogotá,Coordinadora,Entregado,True,12588,44950
ENV-101750,PED-101750,2025-04-07,2025-04-09,2025-04-09,2,Colombia,Bucaramanga,Servientrega,Entregado,True,13034,59202
ENV-101751,PED-101751,2025-04-07,2025-04-10,2025-04-10,3,Colombia,Cali,Servientrega,Entregado,True,13545,323730
ENV-101752,PED-101752,2025-04-07,2025-04-13,2025-04-13,6,Costa Rica,Heredia,EPS Cargo,Entregado,True,18468,305745
ENV-101753,PED-101753,2025-04-07,2025-04-11,2025-04-11,4,Colombia,Barranquilla,TCC,Entregado,True,9978,62700
ENV-101754,PED-101754,2025-04-07,2025-04-10,2025-04-10,3,Colombia,Medellín,TCC,Entregado,True,13696,89348
ENV-101755,PED-101755,2025-04-07,2025-04-11,2025-04-11,4,Colombia,Barranquilla,Servientrega,Entregado,True,10222,83380
ENV-101756,PED-101756,2025-04-07,2025-04-09,2025-04-09,2,Colombia,Pereira,TCC,Entregado,True,15314,80910
ENV-101757,PED-101757,2025-04-07,2025-04-11,2025-04-13,6,Colombia,Bogotá,Servientrega,Entregado,False,9190,113850
ENV-101758,PED-101758,2025-04-07,2025-04-12,2025-04-12,5,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,21833,145770
ENV-101759,PED-101759,2025-04-07,2025-04-13,2025-04-14,7,Costa Rica,Heredia,Correos de Costa Rica,Entregado,False,21162,87462
ENV-101760,PED-101760,2025-04-07,2025-04-10,2025-04-10,3,Colombia,Bucaramanga,Servientrega,Entregado,True,13547,40455
ENV-101761,PED-101761,2025-04-07,2025-04-11,2025-04-11,4,Colombia,Bucaramanga,Servientrega,Entregado,True,15067,190500
ENV-101762,PED-101762,2025-04-08,2025-04-13,2025-04-13,5,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,22681,42702
ENV-101763,PED-101763,2025-04-08,2025-04-11,2025-04-11,3,Colombia,Medellín,TCC,Entregado,True,9945,134850
ENV-101764,PED-101764,2025-04-08,2025-04-10,2025-04-15,7,Colombia,Medellín,Servientrega,Entregado,False,13272,190500
ENV-101765,PED-101765,2025-04-08,2025-04-10,2025-04-10,2,Colombia,Medellín,TCC,Entregado,True,14920,83380
ENV-101766,PED-101766,2025-04-08,2025-04-12,2025-04-12,4,Costa Rica,San José,Correos de Costa Rica,Entregado,True,26494,83380
ENV-101767,PED-101767,2025-04-08,2025-04-11,2025-04-11,3,Colombia,Bucaramanga,TCC,Entregado,True,15672,46160
ENV-101768,PED-101768,2025-04-08,2025-04-10,2025-04-12,4,Colombia,Medellín,Servientrega,Entregado,False,10206,32890
ENV-101769,PED-101769,2025-04-08,2025-04-12,2025-04-12,4,Colombia,Medellín,Coordinadora,Entregado,True,11992,127000
ENV-101770,PED-101770,2025-04-08,2025-04-11,2025-04-11,3,Colombia,Barranquilla,TCC,Entregado,True,10071,41690
ENV-101771,PED-101771,2025-04-08,2025-04-10,2025-04-10,2,Colombia,Bucaramanga,Coordinadora,Entregado,True,13090,103950
ENV-101772,PED-101772,2025-04-08,2025-04-12,2025-04-12,4,Colombia,Medellín,TCC,Entregado,True,10289,89900
ENV-101773,PED-101773,2025-04-09,2025-04-13,2025-04-15,6,Colombia,Bucaramanga,TCC,Entregado,False,14517,107950
ENV-101774,PED-101774,2025-04-09,2025-04-13,2025-04-13,4,Colombia,Barranquilla,Coordinadora,Entregado,True,11992,42702
ENV-101775,PED-101775,2025-04-09,2025-04-14,2025-04-14,5,Costa Rica,Cartago,EPS Cargo,Entregado,True,23237,108158
ENV-101776,PED-101776,2025-04-09,2025-04-13,2025-04-13,4,Colombia,Pereira,Servientrega,Entregado,True,14336,135000
ENV-101777,PED-101777,2025-04-09,2025-04-13,2025-04-13,4,Colombia,Bogotá,Servientrega,Entregado,True,15974,48590
ENV-101778,PED-101778,2025-04-09,2025-04-14,2025-04-14,5,Costa Rica,Heredia,EPS Cargo,Entregado,True,22514,43731
ENV-101779,PED-101779,2025-04-09,2025-04-13,2025-04-13,4,Costa Rica,San José,Correos de Costa Rica,Entregado,True,21475,227810
ENV-101780,PED-101780,2025-04-09,2025-04-12,2025-04-12,3,Colombia,Bogotá,Coordinadora,Entregado,True,13958,135000
ENV-101781,PED-101781,2025-04-09,2025-04-12,2025-04-12,3,Colombia,Cali,Servientrega,Entregado,True,14439,31350
ENV-101782,PED-101782,2025-04-09,2025-04-11,2025-04-11,2,Colombia,Barranquilla,Coordinadora,Entregado,True,14817,239800
ENV-101783,PED-101783,2025-04-09,2025-04-13,2025-04-13,4,Colombia,Medellín,Servientrega,Entregado,True,10284,35436
ENV-101784,PED-101784,2025-04-09,2025-04-12,2025-04-12,3,Colombia,Bogotá,Servientrega,Entregado,True,10255,170810
ENV-101785,PED-101785,2025-04-09,2025-04-13,2025-04-13,4,Colombia,Medellín,TCC,Entregado,True,14652,98670
ENV-101786,PED-101786,2025-04-09,2025-04-13,2025-04-13,4,Colombia,Pereira,TCC,Entregado,True,11571,41690
ENV-101787,PED-101787,2025-04-09,2025-04-11,2025-04-11,2,Colombia,Cali,Coordinadora,Entregado,True,9427,44950
ENV-101788,PED-101788,2025-04-09,2025-04-12,2025-04-12,3,Colombia,Medellín,Servientrega,Entregado,True,14822,121365
ENV-101789,PED-101789,2025-04-09,2025-04-13,2025-04-13,4,Colombia,Medellín,TCC,Entregado,True,10116,419700
ENV-101790,PED-101790,2025-04-09,2025-04-11,2025-04-11,2,Colombia,Cali,Servientrega,Entregado,True,11892,56000
ENV-101791,PED-101791,2025-04-10,2025-04-12,2025-04-12,2,Colombia,Barranquilla,TCC,Entregado,True,15185,97180
ENV-101792,PED-101792,2025-04-10,2025-04-16,2025-04-18,8,Costa Rica,Alajuela,EPS Cargo,Entregado,False,26980,65780
ENV-101793,PED-101793,2025-04-10,2025-04-12,2025-04-12,2,Colombia,Bogotá,TCC,Entregado,True,11543,27956
ENV-101794,PED-101794,2025-04-10,2025-04-13,2025-04-13,3,Colombia,Barranquilla,Coordinadora,Entregado,True,9163,85500
ENV-101795,PED-101795,2025-04-10,2025-04-14,2025-04-14,4,Colombia,Bogotá,Servientrega,Entregado,True,13147,83380
ENV-101796,PED-101796,2025-04-10,2025-04-12,2025-04-12,2,Colombia,Cali,Servientrega,Entregado,True,14493,44950
ENV-101797,PED-101797,2025-04-10,2025-04-13,2025-04-13,3,Colombia,Bucaramanga,Coordinadora,Entregado,True,15313,48590
ENV-101798,PED-101798,2025-04-10,2025-04-14,2025-04-14,4,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,25558,108158
ENV-101799,PED-101799,2025-04-10,2025-04-12,2025-04-12,2,Colombia,Cali,Servientrega,Entregado,True,15118,34650
ENV-101800,PED-101800,2025-04-10,2025-04-13,2025-04-13,3,Colombia,Barranquilla,TCC,Entregado,True,15105,103950
ENV-101801,PED-101801,2025-04-10,2025-04-12,2025-04-12,2,Colombia,Pereira,Coordinadora,Entregado,True,11987,419700
ENV-101802,PED-101802,2025-04-10,2025-04-14,2025-04-14,4,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,27617,359700
ENV-101803,PED-101803,2025-04-10,2025-04-16,2025-04-16,6,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,22209,103950
ENV-101804,PED-101804,2025-04-10,2025-04-16,2025-04-16,6,Costa Rica,Heredia,EPS Cargo,Entregado,True,29162,279800
ENV-101805,PED-101805,2025-04-10,2025-04-13,2025-04-16,6,Colombia,Pereira,Servientrega,Entregado,False,10070,76415
ENV-101806,PED-101806,2025-04-10,2025-04-16,2025-04-21,11,Costa Rica,Heredia,EPS Cargo,Entregado,False,31298,34650
ENV-101807,PED-101807,2025-04-11,2025-04-13,2025-04-13,2,Colombia,Bucaramanga,TCC,Entregado,True,9900,97180
ENV-101808,PED-101808,2025-04-11,2025-04-14,2025-04-14,3,Colombia,Bogotá,Coordinadora,Entregado,True,13142,41690
ENV-101809,PED-101809,2025-04-11,2025-04-13,2025-04-13,2,Colombia,Bucaramanga,TCC,Entregado,True,10884,90000
ENV-101810,PED-101810,2025-04-11,2025-04-17,2025-04-17,6,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,27439,127000
ENV-101811,PED-101811,2025-04-11,2025-04-15,2025-04-15,4,Colombia,Medellín,TCC,Entregado,True,14560,134850
ENV-101812,PED-101812,2025-04-11,2025-04-16,2025-04-16,5,Costa Rica,Cartago,EPS Cargo,Entregado,True,27542,83380
ENV-101813,PED-101813,2025-04-11,2025-04-15,2025-04-15,4,Colombia,Bogotá,Coordinadora,Entregado,True,10635,98670
ENV-101814,PED-101814,2025-04-11,2025-04-15,2025-04-15,4,Colombia,Cali,TCC,Entregado,True,15591,75900
ENV-101815,PED-101815,2025-04-11,2025-04-15,2025-04-15,4,Colombia,Bogotá,TCC,Entregado,True,10574,125070
ENV-101816,PED-101816,2025-04-11,2025-04-14,2025-04-14,3,Colombia,Bucaramanga,TCC,Entregado,True,9841,62700
ENV-101817,PED-101817,2025-04-11,2025-04-14,2025-04-14,3,Colombia,Medellín,Servientrega,Entregado,True,10786,145770
ENV-101818,PED-101818,2025-04-11,2025-04-14,2025-04-14,3,Colombia,Barranquilla,TCC,Entregado,True,9339,31350
ENV-101819,PED-101819,2025-04-11,2025-04-13,2025-04-13,2,Colombia,Bogotá,TCC,Entregado,True,9064,113850
ENV-101820,PED-101820,2025-04-11,2025-04-15,2025-04-15,4,Costa Rica,San José,EPS Cargo,Entregado,True,20159,113850
ENV-101821,PED-101821,2025-04-11,2025-04-15,2025-04-15,4,Costa Rica,San José,Correos de Costa Rica,Entregado,True,19707,48590
ENV-101822,PED-101822,2025-04-11,2025-04-15,2025-04-15,4,Colombia,Bucaramanga,TCC,Entregado,True,10946,135000
ENV-101823,PED-101823,2025-04-11,2025-04-14,2025-04-14,3,Colombia,Barranquilla,Servientrega,Entregado,True,10098,31246
ENV-101824,PED-101824,2025-04-11,2025-04-15,2025-04-15,4,Colombia,Pereira,TCC,Entregado,True,13975,62700
ENV-101825,PED-101825,2025-04-11,2025-04-15,2025-04-15,4,Colombia,Bucaramanga,Coordinadora,Entregado,True,10067,94050
ENV-101826,PED-101826,2025-04-12,2025-04-14,2025-04-14,2,Colombia,Medellín,Coordinadora,Entregado,True,14259,97180
ENV-101827,PED-101827,2025-04-12,2025-04-18,2025-04-18,6,Costa Rica,San José,Correos de Costa Rica,Entregado,True,30776,65780
ENV-101828,PED-101828,2025-04-12,2025-04-15,2025-04-17,5,Colombia,Barranquilla,Coordinadora,Entregado,False,15527,94050
ENV-101829,PED-101829,2025-04-12,2025-04-17,2025-04-17,5,Costa Rica,Cartago,Correos de Costa Rica,Entregado,True,26536,125070
ENV-101830,PED-101830,2025-04-12,2025-04-15,2025-04-15,3,Colombia,Bucaramanga,Coordinadora,Entregado,True,11844,48590
ENV-101831,PED-101831,2025-04-12,2025-04-16,2025-04-16,4,Colombia,Pereira,Servientrega,Entregado,True,10662,94050
ENV-101832,PED-101832,2025-04-12,2025-04-15,2025-04-15,3,Colombia,Medellín,Coordinadora,Entregado,True,15433,29782
ENV-101833,PED-101833,2025-04-12,2025-04-18,2025-04-18,6,Costa Rica,San José,Correos de Costa Rica,Entregado,True,24411,31350
ENV-101834,PED-101834,2025-04-12,2025-04-15,2025-04-15,3,Colombia,Pereira,Servientrega,Entregado,True,13471,125070
ENV-101835,PED-101835,2025-04-12,2025-04-16,2025-04-16,4,Colombia,Bogotá,Servientrega,Entregado,True,11121,64515
ENV-101836,PED-101836,2025-04-12,2025-04-15,2025-04-15,3,Colombia,Bogotá,Servientrega,Entregado,True,12569,29452
ENV-101837,PED-101837,2025-04-13,2025-04-16,2025-04-16,3,Colombia,Bogotá,Servientrega,Entregado,True,9336,44950
ENV-101838,PED-101838,2025-04-13,2025-04-16,2025-04-16,3,Colombia,Bogotá,TCC,Entregado,True,10162,45000
ENV-101839,PED-101839,2025-04-13,2025-04-18,2025-04-18,5,Costa Rica,San José,Correos de Costa Rica,Entregado,True,23695,113850
ENV-101840,PED-101840,2025-04-13,2025-04-15,2025-04-15,2,Colombia,Barranquilla,TCC,Entregado,True,11209,68310
ENV-101841,PED-101841,2025-04-13,2025-04-17,2025-04-17,4,Colombia,Bucaramanga,Servientrega,Entregado,True,14509,269700
ENV-101842,PED-101842,2025-04-13,2025-04-15,2025-04-15,2,Colombia,Barranquilla,Coordinadora,Entregado,True,9774,134850
ENV-101843,PED-101843,2025-04-13,2025-04-17,2025-04-17,4,Colombia,Medellín,Coordinadora,Entregado,True,11646,97180
ENV-101844,PED-101844,2025-04-13,2025-04-17,2025-04-17,4,Costa Rica,Cartago,EPS Cargo,Entregado,True,27891,134850
ENV-101845,PED-101845,2025-04-13,2025-04-19,2025-04-22,9,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,False,20719,41690
ENV-101846,PED-101846,2025-04-13,2025-04-16,2025-04-18,5,Colombia,Bogotá,Coordinadora,Entregado,False,15728,62700
ENV-101847,PED-101847,2025-04-13,2025-04-16,2025-04-16,3,Colombia,Barranquilla,Servientrega,Entregado,True,11058,83380
ENV-101848,PED-101848,2025-04-14,2025-04-17,2025-04-17,3,Colombia,Barranquilla,Coordinadora,Entregado,True,12903,138482
ENV-101849,PED-101849,2025-04-14,2025-04-19,2025-04-19,5,Costa Rica,Alajuela,EPS Cargo,Entregado,True,30749,57150
ENV-101850,PED-101850,2025-04-14,2025-04-16,2025-04-16,2,Colombia,Cali,Servientrega,Entregado,True,10648,112563
ENV-101851,PED-101851,2025-04-14,2025-04-17,2025-04-17,3,Colombia,Barranquilla,Servientrega,Entregado,True,9341,125070
ENV-101852,PED-101852,2025-04-14,2025-04-20,2025-04-20,6,Costa Rica,Alajuela,Correos de Costa Rica,Entregado,True,18224,83380
ENV-101853,PED-101853,2025-04-14,2025-04-19,2025-04-19,5,Costa Rica,Heredia,Correos de Costa Rica,Entregado,True,29681,75900
ENV-101854,PED-101854,2025-04-14,2025-04-16,2025-04-16,2,Colombia,Bucaramanga,Servientrega,Entregado,True,14128,83380
ENV-101855,PED-101855,2025-04-14,2025-04-17,2025-04-17,3,Colombia,Bogotá,TCC,Entregado,True,9062,94050
ENV-101856,PED-101856,2025-04-14,2025-04-18,2025-04-19,5,Costa Rica,Heredia,EPS Cargo,Entregado,False,26871,83380
ENV-101857,PED-101857,2025-04-14,2025-04-19,2025-04-24,10,Costa Rica,San José,EPS Cargo,Entregado,False,31331,39606
ENV-101858,PED-101858,2025-04-14,2025-04-17,2025-04-17,3,Colombia,Bogotá,TCC,Entregado,True,12793,31246
ENV-101859,PED-101859,2025-04-14,2025-04-17,2025-04-17,3,Colombia,Bogotá,TCC,Entregado,True,15052,97180
ENV-101860,PED-101860,2025-04-15,2025-04-19,2025-04-19,4,Colombia,Medellín,Servientrega,Entregado,True,13922,32890
ENV-101861,PED-101861,2025-04-15,2025-04-21,2025-04-21,6,Costa Rica,San José,Correos de Costa Rica,Entregado,True,27600,82603
ENV-101862,PED-101862,2025-04-15,2025-04-17,2025-04-17,2,Colombia,Barranquilla,TCC,Entregado,True,10001,32890
